text,rating,publishedAtDate,restaurante,rating_comida,rating_servicio,rating_ambiente,tiempo_espera_reportado,likesCount,reviewerNumberOfReviews,isLocalGuide,tiene_texto,review_texto,idioma_detectado,fecha,sentimiento,prob_positivo,prob_negativo,prob_neutral,texto_normalizado,temas_detectados,num_temas,sentimiento_score
"Buena comida y atención.
Los moros tenían excelente sazón.
Hubiera preferido que las carnes estén calientes.
Había show en vivo y el artista cantó el feliz cumpleaños 🎂
En la zona no hay mucho espacio para estacionarse.",5,2024-10-06T01:10:05.630Z,Don Parrilla Steak House - Urdesa,4.0,5.0,5.0,,0,8,True,True,Buena comida y atención. Los moros tenían excelente sazón. Hubiera preferido que las carnes estén calientes. Había show en vivo y el artista cantó el feliz cumpleaños 🎂 En la zona no hay mucho espacio para estacionarse.,es,2024-10-06 01:10:05.630000+00:00,POS,0.9416590929031372,0.0043545584194362,0.0539863184094429,buena comida y atencion. los moros tenian excelente sazon. hubiera preferido que las carnes esten calientes. habia show en vivo y el artista canto el feliz cumpleanos  en la zona no hay mucho espacio para estacionarse.,sabor_comida,5,1
"Buena comida y atención.
Los moros tenían excelente sazón.
Hubiera preferido que las carnes estén calientes.
Había show en vivo y el artista cantó el feliz cumpleaños 🎂
En la zona no hay mucho espacio para estacionarse.",5,2024-10-06T01:10:05.630Z,Don Parrilla Steak House - Urdesa,4.0,5.0,5.0,,0,8,True,True,Buena comida y atención. Los moros tenían excelente sazón. Hubiera preferido que las carnes estén calientes. Había show en vivo y el artista cantó el feliz cumpleaños 🎂 En la zona no hay mucho espacio para estacionarse.,es,2024-10-06 01:10:05.630000+00:00,POS,0.9416590929031372,0.0043545584194362,0.0539863184094429,buena comida y atencion. los moros tenian excelente sazon. hubiera preferido que las carnes esten calientes. habia show en vivo y el artista canto el feliz cumpleanos  en la zona no hay mucho espacio para estacionarse.,carne,5,1
"Buena comida y atención.
Los moros tenían excelente sazón.
Hubiera preferido que las carnes estén calientes.
Había show en vivo y el artista cantó el feliz cumpleaños 🎂
En la zona no hay mucho espacio para estacionarse.",5,2024-10-06T01:10:05.630Z,Don Parrilla Steak House - Urdesa,4.0,5.0,5.0,,0,8,True,True,Buena comida y atención. Los moros tenían excelente sazón. Hubiera preferido que las carnes estén calientes. Había show en vivo y el artista cantó el feliz cumpleaños 🎂 En la zona no hay mucho espacio para estacionarse.,es,2024-10-06 01:10:05.630000+00:00,POS,0.9416590929031372,0.0043545584194362,0.0539863184094429,buena comida y atencion. los moros tenian excelente sazon. hubiera preferido que las carnes esten calientes. habia show en vivo y el artista canto el feliz cumpleanos  en la zona no hay mucho espacio para estacionarse.,moro,5,1
"Buena comida y atención.
Los moros tenían excelente sazón.
Hubiera preferido que las carnes estén calientes.
Había show en vivo y el artista cantó el feliz cumpleaños 🎂
En la zona no hay mucho espacio para estacionarse.",5,2024-10-06T01:10:05.630Z,Don Parrilla Steak House - Urdesa,4.0,5.0,5.0,,0,8,True,True,Buena comida y atención. Los moros tenían excelente sazón. Hubiera preferido que las carnes estén calientes. Había show en vivo y el artista cantó el feliz cumpleaños 🎂 En la zona no hay mucho espacio para estacionarse.,es,2024-10-06 01:10:05.630000+00:00,POS,0.9416590929031372,0.0043545584194362,0.0539863184094429,buena comida y atencion. los moros tenian excelente sazon. hubiera preferido que las carnes esten calientes. habia show en vivo y el artista canto el feliz cumpleanos  en la zona no hay mucho espacio para estacionarse.,atencion_servicio,5,1
"Buena comida y atención.
Los moros tenían excelente sazón.
Hubiera preferido que las carnes estén calientes.
Había show en vivo y el artista cantó el feliz cumpleaños 🎂
En la zona no hay mucho espacio para estacionarse.",5,2024-10-06T01:10:05.630Z,Don Parrilla Steak House - Urdesa,4.0,5.0,5.0,,0,8,True,True,Buena comida y atención. Los moros tenían excelente sazón. Hubiera preferido que las carnes estén calientes. Había show en vivo y el artista cantó el feliz cumpleaños 🎂 En la zona no hay mucho espacio para estacionarse.,es,2024-10-06 01:10:05.630000+00:00,POS,0.9416590929031372,0.0043545584194362,0.0539863184094429,buena comida y atencion. los moros tenian excelente sazon. hubiera preferido que las carnes esten calientes. habia show en vivo y el artista canto el feliz cumpleanos  en la zona no hay mucho espacio para estacionarse.,ambiente_instalaciones,5,1
"Excelente atención y ambiente. Las carnes bien, los acompañantes sí tienen mucho que mejorar.",4,2024-09-15T21:16:48.716Z,Don Parrilla Steak House - Urdesa,3.0,5.0,5.0,,0,36,True,True,"Excelente atención y ambiente. Las carnes bien, los acompañantes sí tienen mucho que mejorar.",es,2024-09-15 21:16:48.716000+00:00,POS,0.954408586025238,0.0049175145104527,0.0406738743185997,"excelente atencion y ambiente. las carnes bien, los acompanantes si tienen mucho que mejorar.",carne,3,1
"Excelente atención y ambiente. Las carnes bien, los acompañantes sí tienen mucho que mejorar.",4,2024-09-15T21:16:48.716Z,Don Parrilla Steak House - Urdesa,3.0,5.0,5.0,,0,36,True,True,"Excelente atención y ambiente. Las carnes bien, los acompañantes sí tienen mucho que mejorar.",es,2024-09-15 21:16:48.716000+00:00,POS,0.954408586025238,0.0049175145104527,0.0406738743185997,"excelente atencion y ambiente. las carnes bien, los acompanantes si tienen mucho que mejorar.",atencion_servicio,3,1
"Excelente atención y ambiente. Las carnes bien, los acompañantes sí tienen mucho que mejorar.",4,2024-09-15T21:16:48.716Z,Don Parrilla Steak House - Urdesa,3.0,5.0,5.0,,0,36,True,True,"Excelente atención y ambiente. Las carnes bien, los acompañantes sí tienen mucho que mejorar.",es,2024-09-15 21:16:48.716000+00:00,POS,0.954408586025238,0.0049175145104527,0.0406738743185997,"excelente atencion y ambiente. las carnes bien, los acompanantes si tienen mucho que mejorar.",ambiente_instalaciones,3,1
"Un lugar bastante atractivo... Probé PANCETA estaba muy buena, el estilo de este lugar es cocinarlo en su aceite tipo fritada, diferente pero muy bueno. También Probé COSTILLA, ésta me quedo debiendo un tanto, la sentí un poco seca y su sazón era bueno pero le falto.
Los jugos naturales excelentes.
El Servicio muy bueno.",4,2024-08-11T20:15:59.799Z,Don Parrilla Steak House - Urdesa,4.0,5.0,5.0,,0,611,True,True,"Un lugar bastante atractivo... Probé PANCETA estaba muy buena, el estilo de este lugar es cocinarlo en su aceite tipo fritada, diferente pero muy bueno. También Probé COSTILLA, ésta me quedo debiendo un tanto, la sentí un poco seca y su sazón era bueno pero le falto. Los jugos naturales excelentes. El Servicio muy bueno.",es,2024-08-11 20:15:59.799000+00:00,POS,0.9732213020324708,0.002980372402817,0.0237983129918575,"un lugar bastante atractivo... probe panceta estaba muy buena, el estilo de este lugar es cocinarlo en su aceite tipo fritada, diferente pero muy bueno. tambien probe costilla, esta me quedo debiendo un tanto, la senti un poco seca y su sazon era bueno pero le falto. los jugos naturales excelentes. el servicio muy bueno.",sabor_comida,3,1
"Un lugar bastante atractivo... Probé PANCETA estaba muy buena, el estilo de este lugar es cocinarlo en su aceite tipo fritada, diferente pero muy bueno. También Probé COSTILLA, ésta me quedo debiendo un tanto, la sentí un poco seca y su sazón era bueno pero le falto.
Los jugos naturales excelentes.
El Servicio muy bueno.",4,2024-08-11T20:15:59.799Z,Don Parrilla Steak House - Urdesa,4.0,5.0,5.0,,0,611,True,True,"Un lugar bastante atractivo... Probé PANCETA estaba muy buena, el estilo de este lugar es cocinarlo en su aceite tipo fritada, diferente pero muy bueno. También Probé COSTILLA, ésta me quedo debiendo un tanto, la sentí un poco seca y su sazón era bueno pero le falto. Los jugos naturales excelentes. El Servicio muy bueno.",es,2024-08-11 20:15:59.799000+00:00,POS,0.9732213020324708,0.002980372402817,0.0237983129918575,"un lugar bastante atractivo... probe panceta estaba muy buena, el estilo de este lugar es cocinarlo en su aceite tipo fritada, diferente pero muy bueno. tambien probe costilla, esta me quedo debiendo un tanto, la senti un poco seca y su sazon era bueno pero le falto. los jugos naturales excelentes. el servicio muy bueno.",atencion_servicio,3,1
"Un lugar bastante atractivo... Probé PANCETA estaba muy buena, el estilo de este lugar es cocinarlo en su aceite tipo fritada, diferente pero muy bueno. También Probé COSTILLA, ésta me quedo debiendo un tanto, la sentí un poco seca y su sazón era bueno pero le falto.
Los jugos naturales excelentes.
El Servicio muy bueno.",4,2024-08-11T20:15:59.799Z,Don Parrilla Steak House - Urdesa,4.0,5.0,5.0,,0,611,True,True,"Un lugar bastante atractivo... Probé PANCETA estaba muy buena, el estilo de este lugar es cocinarlo en su aceite tipo fritada, diferente pero muy bueno. También Probé COSTILLA, ésta me quedo debiendo un tanto, la sentí un poco seca y su sazón era bueno pero le falto. Los jugos naturales excelentes. El Servicio muy bueno.",es,2024-08-11 20:15:59.799000+00:00,POS,0.9732213020324708,0.002980372402817,0.0237983129918575,"un lugar bastante atractivo... probe panceta estaba muy buena, el estilo de este lugar es cocinarlo en su aceite tipo fritada, diferente pero muy bueno. tambien probe costilla, esta me quedo debiendo un tanto, la senti un poco seca y su sazon era bueno pero le falto. los jugos naturales excelentes. el servicio muy bueno.",porciones,3,1
"Nada del otro mundo, una parrilla normal, el costo de.los platos es aceptable pero no es lo que se espera en comparación a otros restaurantes que ofrecen lo mismo.",3,2024-06-10T14:54:06.365Z,Don Parrilla Steak House - Urdesa,3.0,4.0,3.0,,0,230,True,True,"Nada del otro mundo, una parrilla normal, el costo de.los platos es aceptable pero no es lo que se espera en comparación a otros restaurantes que ofrecen lo mismo.",es,2024-06-10 14:54:06.365000+00:00,NEG,0.0299158561974763,0.5936788320541382,0.3764052987098694,"nada del otro mundo, una parrilla normal, el costo de.los platos es aceptable pero no es lo que se espera en comparacion a otros restaurantes que ofrecen lo mismo.",tiempo_espera,1,-1
Excelente atención y su comida súper deliciosa 😋,5,2024-06-07T03:02:11.800Z,Don Parrilla Steak House - Urdesa,5.0,5.0,5.0,,0,81,True,True,Excelente atención y su comida súper deliciosa 😋,es,2024-06-07 03:02:11.800000+00:00,POS,0.9757897853851318,0.0025034435093402,0.0217067580670118,excelente atencion y su comida super deliciosa ,atencion_servicio,1,1
"La comida deliciosa , la atención de lo mejor ...lo precios ..un poco elevados",5,2024-06-02T22:38:56.937Z,Don Parrilla Steak House - Urdesa,,,,,0,21,True,True,"La comida deliciosa , la atención de lo mejor ...lo precios ..un poco elevados",es,2024-06-02 22:38:56.937000+00:00,POS,0.9488874077796936,0.0039049286860972,0.0472076646983623,"la comida deliciosa , la atencion de lo mejor ...lo precios ..un poco elevados",atencion_servicio,3,1
"La comida deliciosa , la atención de lo mejor ...lo precios ..un poco elevados",5,2024-06-02T22:38:56.937Z,Don Parrilla Steak House - Urdesa,,,,,0,21,True,True,"La comida deliciosa , la atención de lo mejor ...lo precios ..un poco elevados",es,2024-06-02 22:38:56.937000+00:00,POS,0.9488874077796936,0.0039049286860972,0.0472076646983623,"la comida deliciosa , la atencion de lo mejor ...lo precios ..un poco elevados",porciones,3,1
"La comida deliciosa , la atención de lo mejor ...lo precios ..un poco elevados",5,2024-06-02T22:38:56.937Z,Don Parrilla Steak House - Urdesa,,,,,0,21,True,True,"La comida deliciosa , la atención de lo mejor ...lo precios ..un poco elevados",es,2024-06-02 22:38:56.937000+00:00,POS,0.9488874077796936,0.0039049286860972,0.0472076646983623,"la comida deliciosa , la atencion de lo mejor ...lo precios ..un poco elevados",precio,3,1
"Bueno todo muy rico, el ambiente tranquilo deben ir con buen tiempo ya que se llena. Los cócteles son 10 de 10",4,2024-05-25T13:09:43.107Z,Don Parrilla Steak House - Urdesa,5.0,4.0,4.0,,0,368,True,True,"Bueno todo muy rico, el ambiente tranquilo deben ir con buen tiempo ya que se llena. Los cócteles son 10 de 10",es,2024-05-25 13:09:43.107000+00:00,POS,0.976987600326538,0.0020191352814435,0.0209932215511798,"bueno todo muy rico, el ambiente tranquilo deben ir con buen tiempo ya que se llena. los cocteles son 10 de 10",sabor_comida,2,1
"Bueno todo muy rico, el ambiente tranquilo deben ir con buen tiempo ya que se llena. Los cócteles son 10 de 10",4,2024-05-25T13:09:43.107Z,Don Parrilla Steak House - Urdesa,5.0,4.0,4.0,,0,368,True,True,"Bueno todo muy rico, el ambiente tranquilo deben ir con buen tiempo ya que se llena. Los cócteles son 10 de 10",es,2024-05-25 13:09:43.107000+00:00,POS,0.976987600326538,0.0020191352814435,0.0209932215511798,"bueno todo muy rico, el ambiente tranquilo deben ir con buen tiempo ya que se llena. los cocteles son 10 de 10",ambiente_instalaciones,2,1
"Queríamos ir a comer en familia por el día de la madre y tanto los platos como los cocteles de este lugar llamaron nuestra atención. Andreina fue muy cortés desde el principio. Mi mami, mi hermana y yo optamos por la parrillada y cada una pidió un coctel diferente, no fueron de nuestro agrado, pero aunque las carnes de la parrilla no estaba tan calientes nos gustó, igual que los moros, estaban exquisitos. También pedimos para llevar y todos los utensilios los tenían. El chimichurri estaba delicioso. Vale recalcar que dan una pequeña entrada de maduritos con una salsa de ají también muy buena. En cuanto al ambiente, el lugar está muy bien decorado; sin embargo, había demasiada bulla. De todas maneras quisiera regresar para probar otros platos, quizás en una fecha donde no haya tanta gente.",4,2024-05-21T19:04:27.397Z,Don Parrilla Steak House - Urdesa,4.0,4.0,3.0,,1,233,True,True,"Queríamos ir a comer en familia por el día de la madre y tanto los platos como los cocteles de este lugar llamaron nuestra atención. Andreina fue muy cortés desde el principio. Mi mami, mi hermana y yo optamos por la parrillada y cada una pidió un coctel diferente, no fueron de nuestro agrado, pero aunque las carnes de la parrilla no estaba tan calientes nos gustó, igual que los moros, estaban exquisitos. También pedimos para llevar y todos los utensilios los tenían. El chimichurri estaba delicioso. Vale recalcar que dan una pequeña entrada de maduritos con una salsa de ají también muy buena. En cuanto al ambiente, el lugar está muy bien decorado; sin embargo, había demasiada bulla. De todas maneras quisiera regresar para probar otros platos, quizás en una fecha donde no haya tanta gente.",es,2024-05-21 19:04:27.397000+00:00,POS,0.890178918838501,0.0083778221160173,0.101443275809288,"queriamos ir a comer en familia por el dia de la madre y tanto los platos como los cocteles de este lugar llamaron nuestra atencion. andreina fue muy cortes desde el principio. mi mami, mi hermana y yo optamos por la parrillada y cada una pidio un coctel diferente, no fueron de nuestro agrado, pero aunque las carnes de la parrilla no estaba tan calientes nos gusto, igual que los moros, estaban exquisitos. tambien pedimos para llevar y todos los utensilios los tenian. el chimichurri estaba delicioso. vale recalcar que dan una pequena entrada de maduritos con una salsa de aji tambien muy buena. en cuanto al ambiente, el lugar esta muy bien decorado; sin embargo, habia demasiada bulla. de todas maneras quisiera regresar para probar otros platos, quizas en una fecha donde no haya tanta gente.",sabor_comida,5,1
"Queríamos ir a comer en familia por el día de la madre y tanto los platos como los cocteles de este lugar llamaron nuestra atención. Andreina fue muy cortés desde el principio. Mi mami, mi hermana y yo optamos por la parrillada y cada una pidió un coctel diferente, no fueron de nuestro agrado, pero aunque las carnes de la parrilla no estaba tan calientes nos gustó, igual que los moros, estaban exquisitos. También pedimos para llevar y todos los utensilios los tenían. El chimichurri estaba delicioso. Vale recalcar que dan una pequeña entrada de maduritos con una salsa de ají también muy buena. En cuanto al ambiente, el lugar está muy bien decorado; sin embargo, había demasiada bulla. De todas maneras quisiera regresar para probar otros platos, quizás en una fecha donde no haya tanta gente.",4,2024-05-21T19:04:27.397Z,Don Parrilla Steak House - Urdesa,4.0,4.0,3.0,,1,233,True,True,"Queríamos ir a comer en familia por el día de la madre y tanto los platos como los cocteles de este lugar llamaron nuestra atención. Andreina fue muy cortés desde el principio. Mi mami, mi hermana y yo optamos por la parrillada y cada una pidió un coctel diferente, no fueron de nuestro agrado, pero aunque las carnes de la parrilla no estaba tan calientes nos gustó, igual que los moros, estaban exquisitos. También pedimos para llevar y todos los utensilios los tenían. El chimichurri estaba delicioso. Vale recalcar que dan una pequeña entrada de maduritos con una salsa de ají también muy buena. En cuanto al ambiente, el lugar está muy bien decorado; sin embargo, había demasiada bulla. De todas maneras quisiera regresar para probar otros platos, quizás en una fecha donde no haya tanta gente.",es,2024-05-21 19:04:27.397000+00:00,POS,0.890178918838501,0.0083778221160173,0.101443275809288,"queriamos ir a comer en familia por el dia de la madre y tanto los platos como los cocteles de este lugar llamaron nuestra atencion. andreina fue muy cortes desde el principio. mi mami, mi hermana y yo optamos por la parrillada y cada una pidio un coctel diferente, no fueron de nuestro agrado, pero aunque las carnes de la parrilla no estaba tan calientes nos gusto, igual que los moros, estaban exquisitos. tambien pedimos para llevar y todos los utensilios los tenian. el chimichurri estaba delicioso. vale recalcar que dan una pequena entrada de maduritos con una salsa de aji tambien muy buena. en cuanto al ambiente, el lugar esta muy bien decorado; sin embargo, habia demasiada bulla. de todas maneras quisiera regresar para probar otros platos, quizas en una fecha donde no haya tanta gente.",carne,5,1
"Queríamos ir a comer en familia por el día de la madre y tanto los platos como los cocteles de este lugar llamaron nuestra atención. Andreina fue muy cortés desde el principio. Mi mami, mi hermana y yo optamos por la parrillada y cada una pidió un coctel diferente, no fueron de nuestro agrado, pero aunque las carnes de la parrilla no estaba tan calientes nos gustó, igual que los moros, estaban exquisitos. También pedimos para llevar y todos los utensilios los tenían. El chimichurri estaba delicioso. Vale recalcar que dan una pequeña entrada de maduritos con una salsa de ají también muy buena. En cuanto al ambiente, el lugar está muy bien decorado; sin embargo, había demasiada bulla. De todas maneras quisiera regresar para probar otros platos, quizás en una fecha donde no haya tanta gente.",4,2024-05-21T19:04:27.397Z,Don Parrilla Steak House - Urdesa,4.0,4.0,3.0,,1,233,True,True,"Queríamos ir a comer en familia por el día de la madre y tanto los platos como los cocteles de este lugar llamaron nuestra atención. Andreina fue muy cortés desde el principio. Mi mami, mi hermana y yo optamos por la parrillada y cada una pidió un coctel diferente, no fueron de nuestro agrado, pero aunque las carnes de la parrilla no estaba tan calientes nos gustó, igual que los moros, estaban exquisitos. También pedimos para llevar y todos los utensilios los tenían. El chimichurri estaba delicioso. Vale recalcar que dan una pequeña entrada de maduritos con una salsa de ají también muy buena. En cuanto al ambiente, el lugar está muy bien decorado; sin embargo, había demasiada bulla. De todas maneras quisiera regresar para probar otros platos, quizás en una fecha donde no haya tanta gente.",es,2024-05-21 19:04:27.397000+00:00,POS,0.890178918838501,0.0083778221160173,0.101443275809288,"queriamos ir a comer en familia por el dia de la madre y tanto los platos como los cocteles de este lugar llamaron nuestra atencion. andreina fue muy cortes desde el principio. mi mami, mi hermana y yo optamos por la parrillada y cada una pidio un coctel diferente, no fueron de nuestro agrado, pero aunque las carnes de la parrilla no estaba tan calientes nos gusto, igual que los moros, estaban exquisitos. tambien pedimos para llevar y todos los utensilios los tenian. el chimichurri estaba delicioso. vale recalcar que dan una pequena entrada de maduritos con una salsa de aji tambien muy buena. en cuanto al ambiente, el lugar esta muy bien decorado; sin embargo, habia demasiada bulla. de todas maneras quisiera regresar para probar otros platos, quizas en una fecha donde no haya tanta gente.",moro,5,1
"Queríamos ir a comer en familia por el día de la madre y tanto los platos como los cocteles de este lugar llamaron nuestra atención. Andreina fue muy cortés desde el principio. Mi mami, mi hermana y yo optamos por la parrillada y cada una pidió un coctel diferente, no fueron de nuestro agrado, pero aunque las carnes de la parrilla no estaba tan calientes nos gustó, igual que los moros, estaban exquisitos. También pedimos para llevar y todos los utensilios los tenían. El chimichurri estaba delicioso. Vale recalcar que dan una pequeña entrada de maduritos con una salsa de ají también muy buena. En cuanto al ambiente, el lugar está muy bien decorado; sin embargo, había demasiada bulla. De todas maneras quisiera regresar para probar otros platos, quizás en una fecha donde no haya tanta gente.",4,2024-05-21T19:04:27.397Z,Don Parrilla Steak House - Urdesa,4.0,4.0,3.0,,1,233,True,True,"Queríamos ir a comer en familia por el día de la madre y tanto los platos como los cocteles de este lugar llamaron nuestra atención. Andreina fue muy cortés desde el principio. Mi mami, mi hermana y yo optamos por la parrillada y cada una pidió un coctel diferente, no fueron de nuestro agrado, pero aunque las carnes de la parrilla no estaba tan calientes nos gustó, igual que los moros, estaban exquisitos. También pedimos para llevar y todos los utensilios los tenían. El chimichurri estaba delicioso. Vale recalcar que dan una pequeña entrada de maduritos con una salsa de ají también muy buena. En cuanto al ambiente, el lugar está muy bien decorado; sin embargo, había demasiada bulla. De todas maneras quisiera regresar para probar otros platos, quizás en una fecha donde no haya tanta gente.",es,2024-05-21 19:04:27.397000+00:00,POS,0.890178918838501,0.0083778221160173,0.101443275809288,"queriamos ir a comer en familia por el dia de la madre y tanto los platos como los cocteles de este lugar llamaron nuestra atencion. andreina fue muy cortes desde el principio. mi mami, mi hermana y yo optamos por la parrillada y cada una pidio un coctel diferente, no fueron de nuestro agrado, pero aunque las carnes de la parrilla no estaba tan calientes nos gusto, igual que los moros, estaban exquisitos. tambien pedimos para llevar y todos los utensilios los tenian. el chimichurri estaba delicioso. vale recalcar que dan una pequena entrada de maduritos con una salsa de aji tambien muy buena. en cuanto al ambiente, el lugar esta muy bien decorado; sin embargo, habia demasiada bulla. de todas maneras quisiera regresar para probar otros platos, quizas en una fecha donde no haya tanta gente.",atencion_servicio,5,1
"Queríamos ir a comer en familia por el día de la madre y tanto los platos como los cocteles de este lugar llamaron nuestra atención. Andreina fue muy cortés desde el principio. Mi mami, mi hermana y yo optamos por la parrillada y cada una pidió un coctel diferente, no fueron de nuestro agrado, pero aunque las carnes de la parrilla no estaba tan calientes nos gustó, igual que los moros, estaban exquisitos. También pedimos para llevar y todos los utensilios los tenían. El chimichurri estaba delicioso. Vale recalcar que dan una pequeña entrada de maduritos con una salsa de ají también muy buena. En cuanto al ambiente, el lugar está muy bien decorado; sin embargo, había demasiada bulla. De todas maneras quisiera regresar para probar otros platos, quizás en una fecha donde no haya tanta gente.",4,2024-05-21T19:04:27.397Z,Don Parrilla Steak House - Urdesa,4.0,4.0,3.0,,1,233,True,True,"Queríamos ir a comer en familia por el día de la madre y tanto los platos como los cocteles de este lugar llamaron nuestra atención. Andreina fue muy cortés desde el principio. Mi mami, mi hermana y yo optamos por la parrillada y cada una pidió un coctel diferente, no fueron de nuestro agrado, pero aunque las carnes de la parrilla no estaba tan calientes nos gustó, igual que los moros, estaban exquisitos. También pedimos para llevar y todos los utensilios los tenían. El chimichurri estaba delicioso. Vale recalcar que dan una pequeña entrada de maduritos con una salsa de ají también muy buena. En cuanto al ambiente, el lugar está muy bien decorado; sin embargo, había demasiada bulla. De todas maneras quisiera regresar para probar otros platos, quizás en una fecha donde no haya tanta gente.",es,2024-05-21 19:04:27.397000+00:00,POS,0.890178918838501,0.0083778221160173,0.101443275809288,"queriamos ir a comer en familia por el dia de la madre y tanto los platos como los cocteles de este lugar llamaron nuestra atencion. andreina fue muy cortes desde el principio. mi mami, mi hermana y yo optamos por la parrillada y cada una pidio un coctel diferente, no fueron de nuestro agrado, pero aunque las carnes de la parrilla no estaba tan calientes nos gusto, igual que los moros, estaban exquisitos. tambien pedimos para llevar y todos los utensilios los tenian. el chimichurri estaba delicioso. vale recalcar que dan una pequena entrada de maduritos con una salsa de aji tambien muy buena. en cuanto al ambiente, el lugar esta muy bien decorado; sin embargo, habia demasiada bulla. de todas maneras quisiera regresar para probar otros platos, quizas en una fecha donde no haya tanta gente.",ambiente_instalaciones,5,1
Local pequeño de dos pisos. Pero full cómodo y con excelente comida. La imagen y detalles lo hacen aún más acogedor para comer parrillada. Es muy recomendable también probar los cócteles. Sin alcohol algo refrescante es la limonada imperial. En varias ocasiones he llevado extranjeros y siempre quedo bien con esta opción gastronómica. Existen otros locales de la misma franquicia pero este es céntrico en el norte de Guayaquil. Muy recomendado para ir en pareja y sobre todo amigos.,5,2024-04-20T01:15:44.370Z,Don Parrilla Steak House - Urdesa,5.0,4.0,5.0,,1,91,True,True,Local pequeño de dos pisos. Pero full cómodo y con excelente comida. La imagen y detalles lo hacen aún más acogedor para comer parrillada. Es muy recomendable también probar los cócteles. Sin alcohol algo refrescante es la limonada imperial. En varias ocasiones he llevado extranjeros y siempre quedo bien con esta opción gastronómica. Existen otros locales de la misma franquicia pero este es céntrico en el norte de Guayaquil. Muy recomendado para ir en pareja y sobre todo amigos.,es,2024-04-20 01:15:44.370000+00:00,POS,0.94631028175354,0.002685178304091,0.0510045103728771,local pequeno de dos pisos. pero full comodo y con excelente comida. la imagen y detalles lo hacen aun mas acogedor para comer parrillada. es muy recomendable tambien probar los cocteles. sin alcohol algo refrescante es la limonada imperial. en varias ocasiones he llevado extranjeros y siempre quedo bien con esta opcion gastronomica. existen otros locales de la misma franquicia pero este es centrico en el norte de guayaquil. muy recomendado para ir en pareja y sobre todo amigos.,sabor_comida,1,1
Excelente servicio. Ambiente familiar y seguro. Comida excelente.,5,2024-04-15T20:09:06.365Z,Don Parrilla Steak House - Urdesa,5.0,5.0,5.0,,1,7,False,True,Excelente servicio. Ambiente familiar y seguro. Comida excelente.,es,2024-04-15 20:09:06.365000+00:00,POS,0.9606201648712158,0.003156301099807,0.0362235307693481,excelente servicio. ambiente familiar y seguro. comida excelente.,atencion_servicio,2,1
Excelente servicio. Ambiente familiar y seguro. Comida excelente.,5,2024-04-15T20:09:06.365Z,Don Parrilla Steak House - Urdesa,5.0,5.0,5.0,,1,7,False,True,Excelente servicio. Ambiente familiar y seguro. Comida excelente.,es,2024-04-15 20:09:06.365000+00:00,POS,0.9606201648712158,0.003156301099807,0.0362235307693481,excelente servicio. ambiente familiar y seguro. comida excelente.,ambiente_instalaciones,2,1
Mucho se tardan en servir y la proteína no tenia el término que solicitamos,2,2024-03-26T16:47:05.453Z,Don Parrilla Steak House - Urdesa,3.0,1.0,3.0,,1,5,False,True,Mucho se tardan en servir y la proteína no tenia el término que solicitamos,es,2024-03-26 16:47:05.453000+00:00,NEG,0.0044277580454945,0.9343184232711792,0.0612537488341331,mucho se tardan en servir y la proteina no tenia el termino que solicitamos,carne,1,-1
"El servicio del personal deja mucho que desear, la comida es pasable más no lleno las expectativas. Lo poco rescatable el ambiente del lugar",1,2024-03-26T15:04:11.631Z,Don Parrilla Steak House - Urdesa,2.0,1.0,3.0,,1,24,True,True,"El servicio del personal deja mucho que desear, la comida es pasable más no lleno las expectativas. Lo poco rescatable el ambiente del lugar",es,2024-03-26 15:04:11.631000+00:00,NEG,0.0062062805518507,0.9670112729072572,0.0267824921756982,"el servicio del personal deja mucho que desear, la comida es pasable mas no lleno las expectativas. lo poco rescatable el ambiente del lugar",atencion_servicio,3,-1
"El servicio del personal deja mucho que desear, la comida es pasable más no lleno las expectativas. Lo poco rescatable el ambiente del lugar",1,2024-03-26T15:04:11.631Z,Don Parrilla Steak House - Urdesa,2.0,1.0,3.0,,1,24,True,True,"El servicio del personal deja mucho que desear, la comida es pasable más no lleno las expectativas. Lo poco rescatable el ambiente del lugar",es,2024-03-26 15:04:11.631000+00:00,NEG,0.0062062805518507,0.9670112729072572,0.0267824921756982,"el servicio del personal deja mucho que desear, la comida es pasable mas no lleno las expectativas. lo poco rescatable el ambiente del lugar",porciones,3,-1
"El servicio del personal deja mucho que desear, la comida es pasable más no lleno las expectativas. Lo poco rescatable el ambiente del lugar",1,2024-03-26T15:04:11.631Z,Don Parrilla Steak House - Urdesa,2.0,1.0,3.0,,1,24,True,True,"El servicio del personal deja mucho que desear, la comida es pasable más no lleno las expectativas. Lo poco rescatable el ambiente del lugar",es,2024-03-26 15:04:11.631000+00:00,NEG,0.0062062805518507,0.9670112729072572,0.0267824921756982,"el servicio del personal deja mucho que desear, la comida es pasable mas no lleno las expectativas. lo poco rescatable el ambiente del lugar",ambiente_instalaciones,3,-1
"Excelentes, sabores muy buena atención super recomendado.",5,2024-03-19T00:19:45.759Z,Don Parrilla Steak House - Urdesa,5.0,5.0,5.0,,1,3,False,True,"Excelentes, sabores muy buena atención super recomendado.",es,2024-03-19 00:19:45.759000+00:00,POS,0.9779924750328064,0.0041319206357002,0.0178756453096866,"excelentes, sabores muy buena atencion super recomendado.",sabor_comida,2,1
