text,rating,publishedAtDate,restaurante,rating_comida,rating_servicio,rating_ambiente,tiempo_espera_reportado,likesCount,reviewerNumberOfReviews,isLocalGuide,tiene_texto,review_texto,idioma_detectado,fecha,sentimiento,prob_positivo,prob_negativo,prob_neutral,texto_normalizado,temas_detectados,num_temas,sentimiento_score
"se demoran demasiado en atender, las alitas no son para nada agradables, pésimo todo",1,2025-11-10T00:46:44.823Z,La Casa del Tomahawk,1.0,1.0,1.0,,0,1,False,True,"se demoran demasiado en atender, las alitas no son para nada agradables, pésimo todo",es,2025-11-10 00:46:44.823000+00:00,NEG,0.0042579299770295,0.9800063967704772,0.0157355722039937,"se demoran demasiado en atender, las alitas no son para nada agradables, pesimo todo",atencion_servicio,2,-1
"se demoran demasiado en atender, las alitas no son para nada agradables, pésimo todo",1,2025-11-10T00:46:44.823Z,La Casa del Tomahawk,1.0,1.0,1.0,,0,1,False,True,"se demoran demasiado en atender, las alitas no son para nada agradables, pésimo todo",es,2025-11-10 00:46:44.823000+00:00,NEG,0.0042579299770295,0.9800063967704772,0.0157355722039937,"se demoran demasiado en atender, las alitas no son para nada agradables, pesimo todo",tiempo_espera,2,-1
La comida muy buena y con buenas promociones pero la atención al cliente da mucho que desear,3,2025-11-04T19:57:02.168Z,La Casa del Tomahawk,5.0,2.0,4.0,De 30 a 60 min,0,2,False,True,La comida muy buena y con buenas promociones pero la atención al cliente da mucho que desear,es,2025-11-04 19:57:02.168000+00:00,POS,0.5059622526168823,0.253630131483078,0.2404076904058456,la comida muy buena y con buenas promociones pero la atencion al cliente da mucho que desear,atencion_servicio,1,1
"Pésimo servicio de atención al cliente su mesera no apta para atender se puso a pelear, porque se le reclamo que no atendía y nos ignoro por más de media hora, tuvimos que pedirle a otro chico que nos atienda que según los meseros atienden algunas menas, la alitas tenían un olor como a mariscos nos trajeron primero las alitas y ya cuando terminamos los jugos que clase de sitio ofrece esta atención.",1,2025-11-04T01:20:00.814Z,La Casa del Tomahawk,3.0,1.0,1.0,De 30 a 60 min,0,1,False,True,"Pésimo servicio de atención al cliente su mesera no apta para atender se puso a pelear, porque se le reclamo que no atendía y nos ignoro por más de media hora, tuvimos que pedirle a otro chico que nos atienda que según los meseros atienden algunas menas, la alitas tenían un olor como a mariscos nos trajeron primero las alitas y ya cuando terminamos los jugos que clase de sitio ofrece esta atención.",es,2025-11-04 01:20:00.814000+00:00,NEG,0.0022725956514477,0.980850338935852,0.0168770905584096,"pesimo servicio de atencion al cliente su mesera no apta para atender se puso a pelear, porque se le reclamo que no atendia y nos ignoro por mas de media hora, tuvimos que pedirle a otro chico que nos atienda que segun los meseros atienden algunas menas, la alitas tenian un olor como a mariscos nos trajeron primero las alitas y ya cuando terminamos los jugos que clase de sitio ofrece esta atencion.",atencion_servicio,1,-1
"Que uno tiene que pedir para que está señora no quiso atendernos paso por todas las mesas menos la nuestra, media una esperando se le llamo y más enajada",1,2025-11-04T00:49:45.697Z,La Casa del Tomahawk,1.0,1.0,1.0,,1,13,True,True,"Que uno tiene que pedir para que está señora no quiso atendernos paso por todas las mesas menos la nuestra, media una esperando se le llamo y más enajada",es,2025-11-04 00:49:45.697000+00:00,NEG,0.0021137781441211,0.9646543264389038,0.0332318805158138,"que uno tiene que pedir para que esta senora no quiso atendernos paso por todas las mesas menos la nuestra, media una esperando se le llamo y mas enajada",tiempo_espera,2,-1
"Que uno tiene que pedir para que está señora no quiso atendernos paso por todas las mesas menos la nuestra, media una esperando se le llamo y más enajada",1,2025-11-04T00:49:45.697Z,La Casa del Tomahawk,1.0,1.0,1.0,,1,13,True,True,"Que uno tiene que pedir para que está señora no quiso atendernos paso por todas las mesas menos la nuestra, media una esperando se le llamo y más enajada",es,2025-11-04 00:49:45.697000+00:00,NEG,0.0021137781441211,0.9646543264389038,0.0332318805158138,"que uno tiene que pedir para que esta senora no quiso atendernos paso por todas las mesas menos la nuestra, media una esperando se le llamo y mas enajada",ambiente_instalaciones,2,-1
Las alitas super grasosas y el servicio más de una hora esperando,1,2025-11-03T18:57:52.486Z,La Casa del Tomahawk,1.0,1.0,2.0,Más de 1 hora,0,12,True,True,Las alitas super grasosas y el servicio más de una hora esperando,es,2025-11-03 18:57:52.486000+00:00,NEG,0.0034812488593161,0.9777101278305054,0.0188085976988077,las alitas super grasosas y el servicio mas de una hora esperando,atencion_servicio,2,-1
Las alitas super grasosas y el servicio más de una hora esperando,1,2025-11-03T18:57:52.486Z,La Casa del Tomahawk,1.0,1.0,2.0,Más de 1 hora,0,12,True,True,Las alitas super grasosas y el servicio más de una hora esperando,es,2025-11-03 18:57:52.486000+00:00,NEG,0.0034812488593161,0.9777101278305054,0.0188085976988077,las alitas super grasosas y el servicio mas de una hora esperando,tiempo_espera,2,-1
"La comida es muy rica y los empleados muy amables y eficientes, voy a comer seguido porque la atención recibida es muy buena y tiene buenas promociones",5,2025-10-24T04:41:02.941Z,La Casa del Tomahawk,5.0,5.0,5.0,Sin espera,0,1,False,True,"La comida es muy rica y los empleados muy amables y eficientes, voy a comer seguido porque la atención recibida es muy buena y tiene buenas promociones",es,2025-10-24 04:41:02.941000+00:00,POS,0.9797641038894652,0.0020022871904075,0.018233647570014,"la comida es muy rica y los empleados muy amables y eficientes, voy a comer seguido porque la atencion recibida es muy buena y tiene buenas promociones",atencion_servicio,1,1
Fueron muy amables a la hora de atender el tiempo de esperar adecuado,5,2025-10-13T02:44:38.194Z,La Casa del Tomahawk,5.0,5.0,5.0,Hasta 10 min,0,5,False,True,Fueron muy amables a la hora de atender el tiempo de esperar adecuado,es,2025-10-13 02:44:38.194000+00:00,POS,0.948327898979187,0.0044848970137536,0.047187253832817,fueron muy amables a la hora de atender el tiempo de esperar adecuado,atencion_servicio,2,1
Fueron muy amables a la hora de atender el tiempo de esperar adecuado,5,2025-10-13T02:44:38.194Z,La Casa del Tomahawk,5.0,5.0,5.0,Hasta 10 min,0,5,False,True,Fueron muy amables a la hora de atender el tiempo de esperar adecuado,es,2025-10-13 02:44:38.194000+00:00,POS,0.948327898979187,0.0044848970137536,0.047187253832817,fueron muy amables a la hora de atender el tiempo de esperar adecuado,tiempo_espera,2,1
Excelente servicio,5,2025-10-13T02:36:44.084Z,La Casa del Tomahawk,5.0,5.0,5.0,De 10 a 30 min,0,2,False,True,Excelente servicio,es,2025-10-13 02:36:44.084000+00:00,POS,0.5825915932655334,0.0511729791760444,0.3662354946136474,excelente servicio,atencion_servicio,1,1
Muy buena atención al cliente,5,2025-10-13T00:43:19.678Z,La Casa del Tomahawk,5.0,5.0,5.0,Sin espera,0,1,False,True,Muy buena atención al cliente,es,2025-10-13 00:43:19.678000+00:00,POS,0.9649829268455504,0.0033388852607458,0.0316781736910343,muy buena atencion al cliente,atencion_servicio,1,1
Muy rico todo y la atención excelente,5,2025-10-13T00:42:19.027Z,La Casa del Tomahawk,5.0,5.0,5.0,,0,2,False,True,Muy rico todo y la atención excelente,es,2025-10-13 00:42:19.027000+00:00,POS,0.97982257604599,0.0025735939852893,0.0176037773489952,muy rico todo y la atencion excelente,sabor_comida,2,1
Muy rico todo y la atención excelente,5,2025-10-13T00:42:19.027Z,La Casa del Tomahawk,5.0,5.0,5.0,,0,2,False,True,Muy rico todo y la atención excelente,es,2025-10-13 00:42:19.027000+00:00,POS,0.97982257604599,0.0025735939852893,0.0176037773489952,muy rico todo y la atencion excelente,atencion_servicio,2,1
"Las alitas súper ricas, grandes suaves y sabrosas no le doy 5 estrellas por la atención, no nos ofrecieron mayonesa cuando a otras mesas sí , luego pedimos dos frozen de un valor y nos trajeron dos mucho más grandes y que costaban más obviamente, pedimos la cartilla de bebidas nuevamente tampoco no las dieron, la comida excelente",3,2025-10-12T22:44:06.581Z,La Casa del Tomahawk,5.0,1.0,5.0,Hasta 10 min,0,20,True,True,"Las alitas súper ricas, grandes suaves y sabrosas no le doy 5 estrellas por la atención, no nos ofrecieron mayonesa cuando a otras mesas sí , luego pedimos dos frozen de un valor y nos trajeron dos mucho más grandes y que costaban más obviamente, pedimos la cartilla de bebidas nuevamente tampoco no las dieron, la comida excelente",es,2025-10-12 22:44:06.581000+00:00,NEU,0.1589168310165405,0.3857459425926208,0.4553371965885162,"las alitas super ricas, grandes suaves y sabrosas no le doy 5 estrellas por la atencion, no nos ofrecieron mayonesa cuando a otras mesas si , luego pedimos dos frozen de un valor y nos trajeron dos mucho mas grandes y que costaban mas obviamente, pedimos la cartilla de bebidas nuevamente tampoco no las dieron, la comida excelente",atencion_servicio,3,0
"Las alitas súper ricas, grandes suaves y sabrosas no le doy 5 estrellas por la atención, no nos ofrecieron mayonesa cuando a otras mesas sí , luego pedimos dos frozen de un valor y nos trajeron dos mucho más grandes y que costaban más obviamente, pedimos la cartilla de bebidas nuevamente tampoco no las dieron, la comida excelente",3,2025-10-12T22:44:06.581Z,La Casa del Tomahawk,5.0,1.0,5.0,Hasta 10 min,0,20,True,True,"Las alitas súper ricas, grandes suaves y sabrosas no le doy 5 estrellas por la atención, no nos ofrecieron mayonesa cuando a otras mesas sí , luego pedimos dos frozen de un valor y nos trajeron dos mucho más grandes y que costaban más obviamente, pedimos la cartilla de bebidas nuevamente tampoco no las dieron, la comida excelente",es,2025-10-12 22:44:06.581000+00:00,NEU,0.1589168310165405,0.3857459425926208,0.4553371965885162,"las alitas super ricas, grandes suaves y sabrosas no le doy 5 estrellas por la atencion, no nos ofrecieron mayonesa cuando a otras mesas si , luego pedimos dos frozen de un valor y nos trajeron dos mucho mas grandes y que costaban mas obviamente, pedimos la cartilla de bebidas nuevamente tampoco no las dieron, la comida excelente",porciones,3,0
"Las alitas súper ricas, grandes suaves y sabrosas no le doy 5 estrellas por la atención, no nos ofrecieron mayonesa cuando a otras mesas sí , luego pedimos dos frozen de un valor y nos trajeron dos mucho más grandes y que costaban más obviamente, pedimos la cartilla de bebidas nuevamente tampoco no las dieron, la comida excelente",3,2025-10-12T22:44:06.581Z,La Casa del Tomahawk,5.0,1.0,5.0,Hasta 10 min,0,20,True,True,"Las alitas súper ricas, grandes suaves y sabrosas no le doy 5 estrellas por la atención, no nos ofrecieron mayonesa cuando a otras mesas sí , luego pedimos dos frozen de un valor y nos trajeron dos mucho más grandes y que costaban más obviamente, pedimos la cartilla de bebidas nuevamente tampoco no las dieron, la comida excelente",es,2025-10-12 22:44:06.581000+00:00,NEU,0.1589168310165405,0.3857459425926208,0.4553371965885162,"las alitas super ricas, grandes suaves y sabrosas no le doy 5 estrellas por la atencion, no nos ofrecieron mayonesa cuando a otras mesas si , luego pedimos dos frozen de un valor y nos trajeron dos mucho mas grandes y que costaban mas obviamente, pedimos la cartilla de bebidas nuevamente tampoco no las dieron, la comida excelente",ambiente_instalaciones,3,0
Gracias a Jessenia por la atención,5,2025-10-12T19:26:39.290Z,La Casa del Tomahawk,5.0,5.0,5.0,Sin espera,0,2,False,True,Gracias a Jessenia por la atención,es,2025-10-12 19:26:39.290000+00:00,POS,0.8756920695304871,0.0096524208784103,0.114655502140522,gracias a jessenia por la atencion,atencion_servicio,1,1
El sabor a variado no justifica el presio,4,2025-10-09T23:48:50.107Z,La Casa del Tomahawk,4.0,4.0,4.0,Hasta 10 min,0,1,False,True,El sabor a variado no justifica el presio,es,2025-10-09 23:48:50.107000+00:00,NEU,0.0899959281086921,0.2560126483440399,0.6539914011955261,el sabor a variado no justifica el presio,sabor_comida,1,0
"Fue un lugar muy bullicioso pero la comida es buena , la atención rápida aunque al principio el mesero fue descortés, las porciones de comida estuvieron deacuerdo con el costo.",4,2025-10-06T15:55:55.296Z,La Casa del Tomahawk,,,,De 10 a 30 min,0,177,True,True,"Fue un lugar muy bullicioso pero la comida es buena , la atención rápida aunque al principio el mesero fue descortés, las porciones de comida estuvieron deacuerdo con el costo.",es,2025-10-06 15:55:55.296000+00:00,POS,0.5335351824760437,0.0648654624819755,0.4015993475914001,"fue un lugar muy bullicioso pero la comida es buena , la atencion rapida aunque al principio el mesero fue descortes, las porciones de comida estuvieron deacuerdo con el costo.",atencion_servicio,2,1
"Fue un lugar muy bullicioso pero la comida es buena , la atención rápida aunque al principio el mesero fue descortés, las porciones de comida estuvieron deacuerdo con el costo.",4,2025-10-06T15:55:55.296Z,La Casa del Tomahawk,,,,De 10 a 30 min,0,177,True,True,"Fue un lugar muy bullicioso pero la comida es buena , la atención rápida aunque al principio el mesero fue descortés, las porciones de comida estuvieron deacuerdo con el costo.",es,2025-10-06 15:55:55.296000+00:00,POS,0.5335351824760437,0.0648654624819755,0.4015993475914001,"fue un lugar muy bullicioso pero la comida es buena , la atencion rapida aunque al principio el mesero fue descortes, las porciones de comida estuvieron deacuerdo con el costo.",porciones,2,1
Buena atención y buena comida excelente,5,2025-10-04T22:07:11.415Z,La Casa del Tomahawk,5.0,5.0,5.0,Hasta 10 min,0,1,False,True,Buena atención y buena comida excelente,es,2025-10-04 22:07:11.415000+00:00,POS,0.9767804145812988,0.0018111758399754,0.0214083921164274,buena atencion y buena comida excelente,atencion_servicio,1,1
"Rica comida , precios buenos. Volumen muy alto de la música",5,2025-10-03T22:01:47.986Z,La Casa del Tomahawk,5.0,5.0,2.0,Sin espera,0,143,True,True,"Rica comida , precios buenos. Volumen muy alto de la música",es,2025-10-03 22:01:47.986000+00:00,POS,0.969738245010376,0.0020293674897402,0.0282323714345693,"rica comida , precios buenos. volumen muy alto de la musica",precio,2,1
"Rica comida , precios buenos. Volumen muy alto de la música",5,2025-10-03T22:01:47.986Z,La Casa del Tomahawk,5.0,5.0,2.0,Sin espera,0,143,True,True,"Rica comida , precios buenos. Volumen muy alto de la música",es,2025-10-03 22:01:47.986000+00:00,POS,0.969738245010376,0.0020293674897402,0.0282323714345693,"rica comida , precios buenos. volumen muy alto de la musica",ambiente_instalaciones,2,1
"Atención muy buena. Nos sirvieron super rápido la comida.
No me gustó que nos quisieran cobrar 50ctvs extra por un limón, pero fuera de eso estuvo bien",5,2025-10-02T00:34:25.248Z,La Casa del Tomahawk,4.0,4.0,5.0,Sin espera,0,15,True,True,"Atención muy buena. Nos sirvieron super rápido la comida. No me gustó que nos quisieran cobrar 50ctvs extra por un limón, pero fuera de eso estuvo bien",es,2025-10-02 00:34:25.248000+00:00,POS,0.9167221188545228,0.013479215092957,0.0697986781597137,"atencion muy buena. nos sirvieron super rapido la comida. no me gusto que nos quisieran cobrar 50ctvs extra por un limon, pero fuera de eso estuvo bien",atencion_servicio,2,1
"Atención muy buena. Nos sirvieron super rápido la comida.
No me gustó que nos quisieran cobrar 50ctvs extra por un limón, pero fuera de eso estuvo bien",5,2025-10-02T00:34:25.248Z,La Casa del Tomahawk,4.0,4.0,5.0,Sin espera,0,15,True,True,"Atención muy buena. Nos sirvieron super rápido la comida. No me gustó que nos quisieran cobrar 50ctvs extra por un limón, pero fuera de eso estuvo bien",es,2025-10-02 00:34:25.248000+00:00,POS,0.9167221188545228,0.013479215092957,0.0697986781597137,"atencion muy buena. nos sirvieron super rapido la comida. no me gusto que nos quisieran cobrar 50ctvs extra por un limon, pero fuera de eso estuvo bien",tiempo_espera,2,1
Delicioso todo y la atención excelente!,5,2025-09-30T23:22:10.751Z,La Casa del Tomahawk,5.0,5.0,5.0,De 10 a 30 min,0,32,True,True,Delicioso todo y la atención excelente!,es,2025-09-30 23:22:10.751000+00:00,POS,0.9773268103599548,0.0028302441351115,0.0198429059237241,delicioso todo y la atencion excelente!,sabor_comida,2,1
Delicioso todo y la atención excelente!,5,2025-09-30T23:22:10.751Z,La Casa del Tomahawk,5.0,5.0,5.0,De 10 a 30 min,0,32,True,True,Delicioso todo y la atención excelente!,es,2025-09-30 23:22:10.751000+00:00,POS,0.9773268103599548,0.0028302441351115,0.0198429059237241,delicioso todo y la atencion excelente!,atencion_servicio,2,1
Muy buena atención y muy atentos .. gracias,5,2025-09-28T22:37:44.174Z,La Casa del Tomahawk,5.0,5.0,5.0,Hasta 10 min,0,1,False,True,Muy buena atención y muy atentos .. gracias,es,2025-09-28 22:37:44.174000+00:00,POS,0.9681220054626464,0.0033250674605369,0.0285529009997844,muy buena atencion y muy atentos .. gracias,atencion_servicio,1,1
Muy buen servicio la comida buena y el ambiente,5,2025-09-21T14:24:29.417Z,La Casa del Tomahawk,5.0,5.0,5.0,,0,19,True,True,Muy buen servicio la comida buena y el ambiente,es,2025-09-21 14:24:29.417000+00:00,POS,0.9804050326347352,0.0025390388909727,0.0170559771358966,muy buen servicio la comida buena y el ambiente,atencion_servicio,2,1
Muy buen servicio la comida buena y el ambiente,5,2025-09-21T14:24:29.417Z,La Casa del Tomahawk,5.0,5.0,5.0,,0,19,True,True,Muy buen servicio la comida buena y el ambiente,es,2025-09-21 14:24:29.417000+00:00,POS,0.9804050326347352,0.0025390388909727,0.0170559771358966,muy buen servicio la comida buena y el ambiente,ambiente_instalaciones,2,1
Escelente proporción de comida,5,2025-09-19T18:21:23.977Z,La Casa del Tomahawk,5.0,5.0,5.0,,0,2,False,True,Escelente proporción de comida,es,2025-09-19 18:21:23.977000+00:00,POS,0.6907137036323547,0.0134782278910279,0.2958080470561981,escelente proporcion de comida,porciones,1,1
"Buen servicio, mucho respeto y audacia.",5,2025-09-19T01:26:57.035Z,La Casa del Tomahawk,5.0,5.0,5.0,Hasta 10 min,0,2,False,True,"Buen servicio, mucho respeto y audacia.",es,2025-09-19 01:26:57.035000+00:00,POS,0.9472432136535645,0.007296999450773,0.0454598031938076,"buen servicio, mucho respeto y audacia.",atencion_servicio,1,1
Excelente servicio,4,2025-09-15T01:00:31.620Z,La Casa del Tomahawk,5.0,4.0,5.0,Sin espera,0,2,False,True,Excelente servicio,es,2025-09-15 01:00:31.620000+00:00,POS,0.5825915932655334,0.0511729791760444,0.3662354946136474,excelente servicio,atencion_servicio,1,1
"La entrada estuvo bien, unas canastas. Pedí una parrillada, 30 minutos después de pedir no llegaba y ya había notado que le estaban sirviendo a personas que llegaron después que nosotros pedimos. Cuando le reclamamos al mecero notamos que nunca había comunicado el pedido a la cocina y la comida llegó 30 minutos después. Las carnes estaban extremadamente simples. Si tienes Diners y quieres aprovechar el modo tasty mejor anda a otro lado. No recomiendo, no volveré.",2,2025-09-11T13:42:44.469Z,La Casa del Tomahawk,3.0,1.0,2.0,Sin espera,0,10,False,True,"La entrada estuvo bien, unas canastas. Pedí una parrillada, 30 minutos después de pedir no llegaba y ya había notado que le estaban sirviendo a personas que llegaron después que nosotros pedimos. Cuando le reclamamos al mecero notamos que nunca había comunicado el pedido a la cocina y la comida llegó 30 minutos después. Las carnes estaban extremadamente simples. Si tienes Diners y quieres aprovechar el modo tasty mejor anda a otro lado. No recomiendo, no volveré.",es,2025-09-11 13:42:44.469000+00:00,NEU,0.0499287992715835,0.3108840584754944,0.6391870975494385,"la entrada estuvo bien, unas canastas. pedi una parrillada, 30 minutos despues de pedir no llegaba y ya habia notado que le estaban sirviendo a personas que llegaron despues que nosotros pedimos. cuando le reclamamos al mecero notamos que nunca habia comunicado el pedido a la cocina y la comida llego 30 minutos despues. las carnes estaban extremadamente simples. si tienes diners y quieres aprovechar el modo tasty mejor anda a otro lado. no recomiendo, no volvere.",carne,2,0
"La entrada estuvo bien, unas canastas. Pedí una parrillada, 30 minutos después de pedir no llegaba y ya había notado que le estaban sirviendo a personas que llegaron después que nosotros pedimos. Cuando le reclamamos al mecero notamos que nunca había comunicado el pedido a la cocina y la comida llegó 30 minutos después. Las carnes estaban extremadamente simples. Si tienes Diners y quieres aprovechar el modo tasty mejor anda a otro lado. No recomiendo, no volveré.",2,2025-09-11T13:42:44.469Z,La Casa del Tomahawk,3.0,1.0,2.0,Sin espera,0,10,False,True,"La entrada estuvo bien, unas canastas. Pedí una parrillada, 30 minutos después de pedir no llegaba y ya había notado que le estaban sirviendo a personas que llegaron después que nosotros pedimos. Cuando le reclamamos al mecero notamos que nunca había comunicado el pedido a la cocina y la comida llegó 30 minutos después. Las carnes estaban extremadamente simples. Si tienes Diners y quieres aprovechar el modo tasty mejor anda a otro lado. No recomiendo, no volveré.",es,2025-09-11 13:42:44.469000+00:00,NEU,0.0499287992715835,0.3108840584754944,0.6391870975494385,"la entrada estuvo bien, unas canastas. pedi una parrillada, 30 minutos despues de pedir no llegaba y ya habia notado que le estaban sirviendo a personas que llegaron despues que nosotros pedimos. cuando le reclamamos al mecero notamos que nunca habia comunicado el pedido a la cocina y la comida llego 30 minutos despues. las carnes estaban extremadamente simples. si tienes diners y quieres aprovechar el modo tasty mejor anda a otro lado. no recomiendo, no volvere.",tiempo_espera,2,0
"PÉSIMA ATENCIÓN
primero un chico que amablemente debo decir, nada se nos acercó con el menú solamente para explicarnos que era un auxiliar, que no nos podía tomar el pedido como tal a pesar de que llevábamos aproximadamente media hora en espera, haciendo señas, llamando a los chicos que pasaban cerca de nuestra mesa. Nos dijo que enviaría alguien a tomarnos el pedido y nunca sucedió, por lo tanto tuve que acercarme yo misma al counter preguntando quién me podía ayudar. (Las alitas deliciosas, no me puedo quejar de la sazón del lugar y que en tan solo 10 minutos llegaron a la mesa.)
Falta de personal totalmente para un lugar con tanto aforo y con promociones justo en días asi me parece que si bien no es culpa de los empleados es una desorganización total; después, al pagar tuve que acercarme nuevamente por el vuelto de mi cuenta ya que pague en efectivo y pasaron 15 minutos donde no obtuve ayuda de nadie.",1,2025-09-08T01:55:27.583Z,La Casa del Tomahawk,4.0,1.0,1.0,,0,3,False,True,"PÉSIMA ATENCIÓN primero un chico que amablemente debo decir, nada se nos acercó con el menú solamente para explicarnos que era un auxiliar, que no nos podía tomar el pedido como tal a pesar de que llevábamos aproximadamente media hora en espera, haciendo señas, llamando a los chicos que pasaban cerca de nuestra mesa. Nos dijo que enviaría alguien a tomarnos el pedido y nunca sucedió, por lo tanto tuve que acercarme yo misma al counter preguntando quién me podía ayudar. (Las alitas deliciosas, no me puedo quejar de la sazón del lugar y que en tan solo 10 minutos llegaron a la mesa.) Falta de personal totalmente para un lugar con tanto aforo y con promociones justo en días asi me parece que si bien no es culpa de los empleados es una desorganización total; después, al pagar tuve que acercarme nuevamente por el vuelto de mi cuenta ya que pague en efectivo y pasaron 15 minutos donde no obtuve ayuda de nadie.",es,2025-09-08 01:55:27.583000+00:00,NEG,0.0032368614338338,0.9473177790641784,0.0494453348219394,"pesima atencion primero un chico que amablemente debo decir, nada se nos acerco con el menu solamente para explicarnos que era un auxiliar, que no nos podia tomar el pedido como tal a pesar de que llevabamos aproximadamente media hora en espera, haciendo senas, llamando a los chicos que pasaban cerca de nuestra mesa. nos dijo que enviaria alguien a tomarnos el pedido y nunca sucedio, por lo tanto tuve que acercarme yo misma al counter preguntando quien me podia ayudar. (las alitas deliciosas, no me puedo quejar de la sazon del lugar y que en tan solo 10 minutos llegaron a la mesa.) falta de personal totalmente para un lugar con tanto aforo y con promociones justo en dias asi me parece que si bien no es culpa de los empleados es una desorganizacion total; despues, al pagar tuve que acercarme nuevamente por el vuelto de mi cuenta ya que pague en efectivo y pasaron 15 minutos donde no obtuve ayuda de nadie.",sabor_comida,4,-1
"PÉSIMA ATENCIÓN
primero un chico que amablemente debo decir, nada se nos acercó con el menú solamente para explicarnos que era un auxiliar, que no nos podía tomar el pedido como tal a pesar de que llevábamos aproximadamente media hora en espera, haciendo señas, llamando a los chicos que pasaban cerca de nuestra mesa. Nos dijo que enviaría alguien a tomarnos el pedido y nunca sucedió, por lo tanto tuve que acercarme yo misma al counter preguntando quién me podía ayudar. (Las alitas deliciosas, no me puedo quejar de la sazón del lugar y que en tan solo 10 minutos llegaron a la mesa.)
Falta de personal totalmente para un lugar con tanto aforo y con promociones justo en días asi me parece que si bien no es culpa de los empleados es una desorganización total; después, al pagar tuve que acercarme nuevamente por el vuelto de mi cuenta ya que pague en efectivo y pasaron 15 minutos donde no obtuve ayuda de nadie.",1,2025-09-08T01:55:27.583Z,La Casa del Tomahawk,4.0,1.0,1.0,,0,3,False,True,"PÉSIMA ATENCIÓN primero un chico que amablemente debo decir, nada se nos acercó con el menú solamente para explicarnos que era un auxiliar, que no nos podía tomar el pedido como tal a pesar de que llevábamos aproximadamente media hora en espera, haciendo señas, llamando a los chicos que pasaban cerca de nuestra mesa. Nos dijo que enviaría alguien a tomarnos el pedido y nunca sucedió, por lo tanto tuve que acercarme yo misma al counter preguntando quién me podía ayudar. (Las alitas deliciosas, no me puedo quejar de la sazón del lugar y que en tan solo 10 minutos llegaron a la mesa.) Falta de personal totalmente para un lugar con tanto aforo y con promociones justo en días asi me parece que si bien no es culpa de los empleados es una desorganización total; después, al pagar tuve que acercarme nuevamente por el vuelto de mi cuenta ya que pague en efectivo y pasaron 15 minutos donde no obtuve ayuda de nadie.",es,2025-09-08 01:55:27.583000+00:00,NEG,0.0032368614338338,0.9473177790641784,0.0494453348219394,"pesima atencion primero un chico que amablemente debo decir, nada se nos acerco con el menu solamente para explicarnos que era un auxiliar, que no nos podia tomar el pedido como tal a pesar de que llevabamos aproximadamente media hora en espera, haciendo senas, llamando a los chicos que pasaban cerca de nuestra mesa. nos dijo que enviaria alguien a tomarnos el pedido y nunca sucedio, por lo tanto tuve que acercarme yo misma al counter preguntando quien me podia ayudar. (las alitas deliciosas, no me puedo quejar de la sazon del lugar y que en tan solo 10 minutos llegaron a la mesa.) falta de personal totalmente para un lugar con tanto aforo y con promociones justo en dias asi me parece que si bien no es culpa de los empleados es una desorganizacion total; despues, al pagar tuve que acercarme nuevamente por el vuelto de mi cuenta ya que pague en efectivo y pasaron 15 minutos donde no obtuve ayuda de nadie.",atencion_servicio,4,-1
