fecha,tiempo_espera_reportado,rating_ambiente,rating_comida,rating_servicio,rating,review_texto,restaurante,tiene_texto
2024-12-09 15:41:18.856000+00:00,,2.0,3.0,2.0,3,"Casa res es un lugar
Bittter and sweet para mi. La
Comida y la atención es buena pero siempre y cuando no haya mucha gente, es decir antes de la 1 pm. Yo recomiendo visitar este restaurante tipo 11:30 / 12.

En hora de almuerzo tipo 2 pm , se demoran en preparar la comida. Se nos demoraron 1 hora en darnos los platos y luego de 30 min que habíamos acabado de comer, nos retiraban los platos por que 1) no tenía más platos, los necesitaban para los otros clientes 🤯 y 2) se sentía que nos estaban botando ☹️ fue una experiencia bastante decepcionante 😡🥺 y lo peor es que no es la primera vez que nos pasa.

ASÍ QUE RECOMIENDO QUE VISITEN EL LUGAR ANTES DE QUE LLEGUE TODO MUNDO.

Y al staff: DEBEN ENCONTRAR MEJORES FORMAS DE AFRONTAR LOS MOMENTOS ESTRESANTES QUE ES CUANDO SE LLENA EL RESTAURANTE.",Casa Res | Steak House (Mall del Sol),True
2025-03-23 22:39:54.685000+00:00,,5.0,5.0,5.0,5,"Me encantó la comida
Y la atención excelente",Casa Res | Steak House (Mall del Sol),True
2020-12-21 04:32:07.463000+00:00,,,,,5,"Me encantó desde la atención , la comida y me gustó que celebraron conmigo mi Cumpleaños.
Realmente recomendado",Casa Res | Steak House (Mall del Sol),True
2026-05-25 20:58:45.590000+00:00,,,,,1,"Ninguno usa guantes para manipular los alimentos, ese lugar para coger las ensaladas todo sucio",Casa Res | Steak House (Mall del Sol),True
2026-05-26 01:15:05.042000+00:00,Sin espera,4.0,5.0,1.0,3,"El personal no está pendiente de los clientes, es lento y hay que repetirle varias veces lo que necesitamos…",Casa Res | Steak House (Mall del Sol),True
2025-05-18 01:27:04.174000+00:00,Sin espera,3.0,3.0,2.0,3,"Se demoran demasiado para tomar el pedido y para dar la cuenta.

El pollo malísimo, sin sabor. Supuestamente no había sangría, pero ví como servían jarras de sangría a otras mesas...
Y demasiada bulla.",Casa Res | Steak House (Mall del Sol),True
2025-03-23 15:23:26.841000+00:00,,3.0,1.0,1.0,1,"Pésima atención en mall del sol , nos dieron la carne quemada, seca , tuvimos que esperar más de 40 minutos para que nos sirvieran la comida ... Pedimos una entrada que nos trajeron luego de habernos traído los palitos fuerte 🤦🤦!!! La supervisora se acercó , se disculpo por lo sucedido , y nos ofreció un postre de cortesía que a la final nos cobraron y nunca nos trajeron !!!!! Me sorprende que en mall del sol haya cambiado tanto la atención....era de nuestros lugares favoritos 😑😔",Casa Res | Steak House (Mall del Sol),True
2021-01-08 15:42:25.281000+00:00,,,,,4,Siempre visitó casa Res. Me encanta pero esta vez se demoraron mucho con nuestro pedido. Lo bueno es que nos dieron un postre de cortesía,Casa Res | Steak House (Mall del Sol),True
2022-01-26 18:03:19.831000+00:00,,,,,5,Excelente lugar casa res!!! Genial la atención,Casa Res | Steak House (Mall del Sol),True
2021-12-16 02:04:33.975000+00:00,,,,,5,"Deliciosa comida. Precios accesibles $-$$
Lugar amplio y cómodo. Buen ambiente para disfrutar con amigos o familia.",Casa Res | Steak House (Mall del Sol),True
2025-03-07 05:39:38.667000+00:00,,,,,1,"Pésima experiencia. Pedí un bife de chorizo junto con las ensaladas self-service, fueron una mala idea. Parece que detuvieron pasadas, estuve en el hospital por una infección intestinal. Jamás volveré a comer ahí, casi no la cuento.",Casa Res | Steak House (Mall del Sol),True
2024-06-18 21:19:13.894000+00:00,,4.0,2.0,1.0,1,La verdad fui al aniversario de boda con mi esposa y mi hija. El servicio es muy malo solo vi al mesero para pedir mi comida y tuve que pararme varias veces a qué me trajeran la bebida ya que el mesero no me lo traía. Me trajeron la entrada y me pare nuevamente por la bebida. Cuando me traen toda la comida la carne la pedí termino medio y me la trajeron casi que bien cocida. Quería pedir más bebida Pero el mesero no se acercó más así que me pare para buscarlo y me trajera otro jugo. De verdad muy mala experiencia con respecto al servicio y el restaurante no estaba lleno aclaro eso.,Casa Res | Steak House (Mall del Sol),True
2023-08-01 05:13:14.319000+00:00,,4.0,4.0,4.0,4,"Las carnes estaban muy ricas, la pedí bien cocida pero llegó 3/4. La papa al horno no llegó caliente. Pedimos pan de ajo ya que no dan cortesía. Las ensaladas muy buenas y uno mismo va y se sirve. Solo tienen menestra de lenteja, no hay menestras de fréjol. Por cada plato tienes acceso a ensalada y 1 guarnición. También pedimos un meloso, estaba regular. La limonada con coco es deliciosa.",Casa Res | Steak House (Mall del Sol),True
2022-04-13 15:40:20.322000+00:00,,,,,5,La comida es rica y el lugar está acogedor con excelente atención al cliente,Casa Res | Steak House (Mall del Sol),True
2022-04-11 02:13:13.655000+00:00,,,,,2,"La cadena por lo general es buena pero hoy dejó mucho que desear. El servicio a la mesa malo, poco atento y miseria de una sola salsa para dos platos fuertes. La barra de ensaladas estuvo pobre, tanto así que los clientes no se sirvieron hasta que la volvieron a surtir (de malas ganas). Limonada con hierba buena que no tenía casi sabor. Los platos fuertes muy buenos y en su punto. No vale la pena regresar a ese restaurante especialmente.",Casa Res | Steak House (Mall del Sol),True
2024-04-11 14:14:50.085000+00:00,,,,,5,"Las carnes y la comida es excelente y unos cócteles de madres, lindo para ir en familia o con amigos...",Casa Res | Steak House (Mall del Sol),True
2024-05-24 18:07:45.155000+00:00,,5.0,5.0,4.0,5,"Espectacular el pollo portobello... llego calientito... fresco, riquísimo.",Casa Res | Steak House (Mall del Sol),True
2025-07-13 23:21:39.680000+00:00,,4.0,1.0,3.0,2,"Pedí un caldo de costilla de entrada que la verdad sabía a agua, papa dura, costilla con sabor a viejo, la picahña en realidad no es el corte sabroso, duro viejo y feo, la papa al horno dura, muy mala experiencia, se lo comenté a la mesera y no le importó, un cliente internacional perdido no lo recomiendo para nada",Casa Res | Steak House (Mall del Sol),True
2022-04-07 05:11:30.390000+00:00,,,,,5,MUY BUENO. SE DEMORARON ALGO DE TIEMPO CON NUESTRO PEDIDO Y NOS REGALARON SANGRIA.,Casa Res | Steak House (Mall del Sol),True
2025-02-27 14:48:48.155000+00:00,,5.0,5.0,5.0,5,"Un lugar muy atractivo la vista increíble , la atención son muy amables y atentos, y la comida estaba súper buena en el término correcto la carne, recomendado para comer un buen lomo fino",Casa Res | Steak House (Mall del Sol),True
2024-02-22 04:27:48.773000+00:00,,1.0,1.0,1.0,1,"Decepcionante, acudí con mi familia y con la de mi hermano ; sirvieron en 1 hora 20 minutos, comida fría, mesa mal ubicada poniéndola en lugar muy estrecho que tenían que pararse unos para que salgan otros, preguntábamos a mesera asignada solo decía esta en proceso el pedido y nada más.
Atención que me tocó pésima, mala actitud, poca cordialidad. Etc.
Es inentendible la demora y sirven fría la comida.
Y por último no habían todos los platos de la carta, pedías y decía no eso no tengo no eso no tengo.😡
Decepcionante, para cenas especiales  no recomiendo.
Espero mejoren pronto.",Casa Res | Steak House (Mall del Sol),True
2025-02-07 00:42:11.672000+00:00,,5.0,1.0,3.0,1,"Llamado de atención:
Ocasiones anteriores he acudido a comer en este restaurante y no he tenido queja alguna pero al volver luego de un tiempo me encontré con la novedad que las porciones de carnes fueron más pequeñas que lo habitual y la calidad de las papas fritas terrible desbridad, poca porción en otras palabras son las que se venden ya solo para freír recomiendo mejoren este servicio.",Casa Res | Steak House (Mall del Sol),True
2020-10-05 23:24:00.510000+00:00,,,,,4,"Buen ambiente, buena comida. Recomendado, las promociones del día son buenas.",Casa Res | Steak House (Mall del Sol),True
2025-01-25 23:40:40.010000+00:00,,5.0,5.0,4.0,5,"Muy ricooo, primera vez que comía aquí 🤭✨️",Casa Res | Steak House (Mall del Sol),True
2024-11-24 23:34:59.352000+00:00,,5.0,5.0,5.0,5,"El lugar es muy amplio, agradable y acogedor. Te ofrecen ensalda libre para elegir y que uno mismo la pueda armar.  La comida es muy buena y buena relación calidad - precio",Casa Res | Steak House (Mall del Sol),True
2023-06-29 16:29:08.189000+00:00,,4.0,4.0,4.0,4,"Buena atención,y sus parrillas buenas ,lo que mejoraría que haya más variedad de platos.",Casa Res | Steak House (Mall del Sol),True
2020-09-04 21:50:02.711000+00:00,,,,,4,"Buen sabor de los cortes pero muy pequeños.
Buena atención.",Casa Res | Steak House (Mall del Sol),True
2025-11-16 01:30:48.431000+00:00,Sin espera,5.0,4.0,5.0,5,Simplemente rico. Buen lugar para calidad precio.,Casa Res | Steak House (Mall del Sol),True
2025-05-24 06:07:51.711000+00:00,,2.0,1.0,3.0,1,"Comida fría, sin sabor, fui con mi familia y estuvo simple, ni un platillo estuvo a la altura de lo que cobran.",Casa Res | Steak House (Mall del Sol),True
2022-04-06 01:51:20.947000+00:00,,,,,4,"Dos veces que estado con mi familia cuando se llena los meseros no están atentos, en la ensalada las bandejas siempre están faltas hay que mejorar ese aspecto pagando la cuenta me tuve que ir a caja los meseros estában ocupados en nuevas mesas. Pero presto a colaborar al cliente pero demora. En el servicio. De hay excelente ambiente y comida.",Casa Res | Steak House (Mall del Sol),True
2024-12-26 01:46:58.066000+00:00,,3.0,2.0,1.0,1,"Pésima atención , desde que llegas te dicen “mesa para 2 es por allá “ la comida demoró en llegar , y cuando estábamos por terminar de comer pedidos una bebida que nunca llego , al momento de pagar en efectivo , ya habían pasado 15 min y no traían el cambio . Pésimo pesimooo",Casa Res | Steak House (Mall del Sol),True
2023-06-25 21:28:29.472000+00:00,,5.0,5.0,5.0,5,"Esta espacio es agradable, tiene música suave y una gran variedad de opciones y cortes. Si servicio es rápido y la comida tienen un excelente sabor. Tienen barra de ensaladas y te ofrecen postres muy ricos. Si les gusta la carne, este es el lugar",Casa Res | Steak House (Mall del Sol),True
2021-10-06 00:00:08.644000+00:00,,,,,5,"Excelente atención ; la carne en el punto que la pedí.
La barra de ensaladas con buena variedad y buena salsa (hay varias clases de salsa)
Pedi la agria y me fue también muy bien .
Es servicio rápido y ordenado.
La persona que me atendió me dió información .
Las medidas de bioseguridad bien
El sabor y calidad de la carne excelente",Casa Res | Steak House (Mall del Sol),True
2024-03-16 03:17:55.780000+00:00,,1.0,1.0,1.0,1,"Las fotos del menú son muy diferentes al plato real.
Se tardaron demasiado en servir y eso que el grupo llegó antes de hora pico.
Pedí platos para ensalada y me ladraron que ya los subían.
Higiene del local similar a la de un almorzadero del centro",Casa Res | Steak House (Mall del Sol),True
2020-01-12 02:03:19.641000+00:00,,,,,5,Muy rico todo. Excelente servicio.,Casa Res | Steak House (Mall del Sol),True
2023-07-29 01:03:00.927000+00:00,,5.0,2.0,3.0,5,"Lamentablemente es la tercera ves que vengo y salgo defraudado, el costo muy elevado para lo que sirven. La entrada de matambre un fraude, la entrada con Proboleta mucho aceite y grasoso. El pollo Portobello no tiene ni 200 gramos de proteína, creo que fue mi última experiencia, no los vuelvo a visitar más.",Casa Res | Steak House (Mall del Sol),True
2023-09-19 22:51:21.804000+00:00,,3.0,4.0,3.0,3,"He comido en esta franquicia en la ciudad de Quito y la atención y el sabor de la comida fue excelente, sin embargo en Guayaquil, en su local de Mall del Sol, fue todo lo contrario. Se demoraron en atendernos, y pedí un plato que. Inca fue servido pero sin embargo, si estuvo en la factura. Luego corrigieron eso, pero son cosas que desaniman al pensar de nuevo en ir .",Casa Res | Steak House (Mall del Sol),True
2026-01-26 02:13:29.592000+00:00,De 10 a 30 min,5.0,5.0,5.0,5,Me gusta la comida la atención y el lugar,Casa Res | Steak House (Mall del Sol),True
2021-08-28 01:11:27.253000+00:00,,,,,5,"Degustar variedad de carnes a la parrilla..acompañadas de guarniciones a tu eleccion....piqueos...cocteles...y mas...
La Sangria....un deleite...",Casa Res | Steak House (Mall del Sol),True
2021-11-23 02:43:27.641000+00:00,,,,,5,Delicioso!!! La mejor carne que he probado en mi vida.,Casa Res | Steak House (Mall del Sol),True
2021-01-23 02:15:29.245000+00:00,,,,,5,Exelente muy rico,Casa Res | Steak House (Mall del Sol),True
2022-12-21 02:47:57.491000+00:00,,5.0,2.0,1.0,1,"Pésimo servicio, segunda vez que voy, porque decidí darle otra oportunidad antes de calificar pero tristemente las 2 veces que fui, las 2 veces me decepcionó, se demoran una eternidad en servirte tu comida, la mesera se demoro 1 hora por reloj en llevar mi bebida a la mesa, cuando me sirvieron la comida estaba fría así que pedí que me la calentaran, en total me demore en el local como 3 horas. La verdad es que es de las peores experiencias que ge puedes llevar, no lo recomendaría hay mejores propuestas, con mejores precios. Porque si, aparte de la porquería de servicio que ofrecen sus precios están muy desubicados para lo que ofrece",Casa Res | Steak House (Mall del Sol),True
2021-04-10 21:21:24.842000+00:00,,,,,5,"Aunque me tocó esperar una mesa para 3 un tiempo más o menos considerable... Valió la pena.

La verdad esque el servicio de todos fue muy bueno... Las medidas de seguridad y la limpieza en los baños estuvo en orden.

La Comida igual espectacular... Tuvieron una buena presentación y estuvieron muy a gusto de ayudarnos.

Simplemente encantada.",Casa Res | Steak House (Mall del Sol),True
2020-08-05 21:39:56.392000+00:00,,,,,3,"Muy buen lugar, buen ambiente. La comida solo es buena, no sobresale en nada, la carne muy cocida y yo la había pedido 3/4, las porciones muy pequeñas, algunas salsas con excedente de sal, el arroz seco. Los camarones excelente sabor pero la porción muy pequeña.",Casa Res | Steak House (Mall del Sol),True
2021-06-28 23:45:06.966000+00:00,,,,,4,"Muy rico todo, me gustó el detalle de la funda para la mascarilla. La carne jugosa y en su punto. Cómo aspecto de mejorar al personal tuve que llamarlo dos veces uno para pedir y otro lo por los cubiertos.",Casa Res | Steak House (Mall del Sol),True
2021-12-24 17:56:11.726000+00:00,,,,,4,"Muy buen ambiente y buenas medidas de seguridad, sin embargo siempre que he estado ahí hay mucho ruido, tanto de las otras mesas y la música no ayuda, además de que las carnes suelen venir algo secas, pero las ensaladas son deliciosas. Las bebidas tienen un precio algo elevado y el personal siempre está ocupado pero son muy amables.",Casa Res | Steak House (Mall del Sol),True
2024-10-21 01:44:43.948000+00:00,,5.0,5.0,4.0,4,"Me gustó el lugar, buena comida y ambiente, le faltó un poco la rapidez en el despacho de comida y en la facturación pero por lo demás fue aceptable",Casa Res | Steak House (Mall del Sol),True
2021-04-09 22:14:37.483000+00:00,,,,,5,"Muy buenas carnes, las porciones son adecuadas, la preparación y rapidez en el servicio hacen absolutamente recomendable el lugar.
Para finalizar sus precios no son relativamente económicos.
Lo único a mejorar es que permitan agregar la propina con cargo a la Tarjeta de Crédito. Es un poco arcaico tener que dejar efectivo (además de antihigenico)",Casa Res | Steak House (Mall del Sol),True
2025-03-23 21:48:29.302000+00:00,,5.0,5.0,3.0,4,"La comida es buena y los meseros son amables, pero se demoran mucho en servir la comida. Hoy esperé 45 minutos, me parece demasiado para un sitio de parrilladas.",Casa Res | Steak House (Mall del Sol),True
2020-09-07 20:03:24.191000+00:00,,,,,4,"Amigos,  a la sangria se le notaba la bebida,  debió tener jugo o más vino. La carne estaba muy fina y pedimos término medio, llegó tres cuartos a bien cocinada.Sin duda es un buen lugar  perfecto el detalle de las ensaladas frias , más ojo a la sangría que se vende bastante y a los cortes de carne Premium,  el precio vale para que pongan más atención a los términos.",Casa Res | Steak House (Mall del Sol),True
2022-12-13 03:30:53.091000+00:00,,4.0,4.0,4.0,4,"Excelente sazón, los mejores cortes, los suculentos pinchos y brochetas  con excelentes guarniciones, con porciones de arroz árabe, la picaña bien sabrosa, lomo  asado de res, más las costillas BBQ  acompañado de un buen vino y ambiente agradable para degustar un buen momento muy ameno. Además con un fondo musical relajante muy puntuado para tipo de reuniones. Además cuenta con comidas rápidas cómo hamburguesas, papas fritas,  sandwiches de lomo y pollo, o mixto.",Casa Res | Steak House (Mall del Sol),True
2023-09-15 16:29:54.050000+00:00,,3.0,3.0,3.0,3,"Ya no hay las ensaladas que habían antes era fideos, la de papas con salsa ahora ponen la verduras de manera independiente así vayas en la tarde o en la noche al que está en el Mall n siempre hay lo de la carta, la semana pasada pedí cuatro veces q me dieran hielo a diferentes personas no sé si no tenian pero en la 5ta me dieron. Son cosas que deben mejorar en el baño una tapa estaba salida el tacho rebosado. La carne aceptable el moro riquísimo.",Casa Res | Steak House (Mall del Sol),True
2020-09-27 22:21:21.584000+00:00,,,,,1,"Si pudiera le quito estrellas. Alguna vez fue bueno.  Pedí limonada recibí LICUADO DE CÁSCARA DE LIMÓN. Pedí chimchurri y NUNCA LLEGÓ. Nos clararon una ensalada que no pedimos. Pedí una copa de vino me dieron MEDIA COPA aún cuando la publicidad la nuestra llena.....  que pena, en lugar de mejorar van palo abajo",Casa Res | Steak House (Mall del Sol),True
2023-07-04 14:00:38.234000+00:00,,5.0,5.0,5.0,5,"Comida deliciosa, ensaladas con libre acceso, ambiente agradable, la atención es buena",Casa Res | Steak House (Mall del Sol),True
2022-04-24 22:08:27.229000+00:00,,,,,5,"Muy buena atención, tuvimos que esperar un poco afuera porque el lugar estaba lleno pero fueron pocos minutos, uno tiene la posibilidad de degustar un pocillo con ensalada y vinagre, veterana en ensalada, la comida muy buena y el precio acorde al lugar, buena elección",Casa Res | Steak House (Mall del Sol),True
2020-01-31 19:06:47.111000+00:00,,,,,5,"El restaurante ha mejorado su servicio y calidad en comidas. Dan buenos platos por le valor pagado. Tienen barra de ensalada con gaseosa en la mayoria de sus platos. Yo siempre recomendare la Hamburguesa simple o doble, pues tiene un buen precio para lo servido. SIempre recomendare el cheesecake de mora y chocolate es uno de mis favoritos.Casi siempre eligo este restaurante para almorzar en mi cumpleaños por que te hacen sentir bien durante tu agasajo. Lo recomiendo millon.",Casa Res | Steak House (Mall del Sol),True
