fecha,tiempo_espera_reportado,rating_ambiente,rating_comida,rating_servicio,rating,review_texto,restaurante,tiene_texto,text_limpio,idioma_detectado
2021-07-26 20:52:39.489000+00:00,,,,,4,"Muy rica la comida, recomendado.",Rukito Grill&Drink - Alborada,True,"Muy rica la comida, recomendado.",pt
2021-10-14 02:03:10.213000+00:00,,,,,5,Excelente comida muy recomendado,Rukito Grill&Drink - Alborada,True,Excelente comida muy recomendado,pt
2021-12-17 17:24:31.162000+00:00,,,,,5,Ya había provado x eso fui ricaaaaa la comidaaaaa,Rukito Grill&Drink - Alborada,True,Ya había provado x eso fui ricaaaaa la comidaaaaa,so
2021-03-21 18:43:40.642000+00:00,,,,,5,RIQUÍSIMO MI FAMILIA FELIZ LOS MOROS CON QUESO 🧀 FUE BUENA LA EXPERIENCIA 😋,Rukito Grill&Drink - Alborada,True,RIQUÍSIMO MI FAMILIA FELIZ LOS MOROS CON QUESO 🧀 FUE BUENA LA EXPERIENCIA 😋,pt
2024-04-08 01:45:34.992000+00:00,,,,,5,Todo delicioso 100% recomendado,Rukito Grill&Drink - Alborada,True,Todo delicioso 100% recomendado,pt
2020-01-20 03:58:45.644000+00:00,,,,,5,Toda la comida es buenisima! Recomendado!,Rukito Grill&Drink - Alborada,True,Toda la comida es buenisima! Recomendado!,pt
2021-05-21 00:45:44.997000+00:00,,,,,5,"Excelente comida, Excelente atencion🤤",Rukito Grill&Drink - Alborada,True,"Excelente comida, Excelente atencion🤤",pt
2021-05-13 01:54:48.144000+00:00,,,,,5,Riquisimos motos rizoto buena costilla bbq,Rukito Grill&Drink - Alborada,True,Riquisimos motos rizoto buena costilla bbq,it
2021-04-15 02:21:57.163000+00:00,,,,,5,Buena comida a buen costo. Recomendado,Rukito Grill&Drink - Alborada,True,Buena comida a buen costo. Recomendado,pt
2021-08-15 22:41:51.345000+00:00,,,,,5,Exquisita la comida 😋 recomendado 👍🏻,Rukito Grill&Drink - Alborada,True,Exquisita la comida 😋 recomendado 👍🏻,pt
2023-10-12 14:30:37.719000+00:00,,5.0,5.0,5.0,5,Excelente. Como que nos haremos asiduos!,Rukito Grill&Drink - Alborada,True,Excelente. Como que nos haremos asiduos!,pt
2021-08-25 21:51:32.363000+00:00,,,,,4,Delicia de comidas...que rico moros,Rukito Grill&Drink - Alborada,True,Delicia de comidas...que rico moros,pt
2021-07-05 16:10:33.531000+00:00,,,,,5,Excelente la comida recomendado,Rukito Grill&Drink - Alborada,True,Excelente la comida recomendado,pt
2021-04-10 16:26:32.457000+00:00,,,,,5,COMIDA Y ATENCIÓN DE PRIMERA!!! 100% RECOMENDADO.,Rukito Grill&Drink - Alborada,True,COMIDA Y ATENCIÓN DE PRIMERA!!! 100% RECOMENDADO.,cy
2021-07-06 19:58:33.104000+00:00,,,,,1,NO ME GUSTO EN LO ABSOLUTO.. ESTABA SIMPLE,Rukito Grill&Drink - Alborada,True,NO ME GUSTO EN LO ABSOLUTO.. ESTABA SIMPLE,pt
2025-05-14 20:26:58.488000+00:00,,5.0,5.0,5.0,5,demasiado bellooooo 😋😋😋,Rukito Grill&Drink - Alborada,True,demasiado bellooooo 😋😋😋,pt
2021-12-11 02:44:41.257000+00:00,,,,,5,Excelente servicio..! Recomendado..!,Rukito Grill&Drink - Alborada,True,Excelente servicio..! Recomendado..!,pt
2025-03-04 22:19:47.001000+00:00,,4.0,4.0,4.0,4,Bueno pero no es barato,Rukito Grill&Drink - Alborada,True,Bueno pero no es barato,pt
2021-10-26 04:48:13.834000+00:00,,,,,5,"Todo tipo de cortes.
Recomendado.",Rukito Grill&Drink - Alborada,True,Todo tipo de cortes. Recomendado.,pt
