isLocalGuide,likesCount,fecha,tiempo_espera_reportado,rating_ambiente,rating_comida,rating_servicio,reviewerNumberOfReviews,rating,review_texto,restaurante,tiene_texto,text_limpio,idioma_detectado
False,0,2025-09-11 13:42:44.469000+00:00,Sin espera,2.0,3.0,1.0,10,2,"La entrada estuvo bien, unas canastas. Pedí una parrillada, 30 minutos después de pedir no llegaba y ya había notado que le estaban sirviendo a personas que llegaron después que nosotros pedimos. Cuando le reclamamos al mecero notamos que nunca había comunicado el pedido a la cocina y la comida llegó 30 minutos después. Las carnes estaban extremadamente simples. Si tienes Diners y quieres aprovechar el modo tasty mejor anda a otro lado. No recomiendo, no volveré.",La Casa del Tomahawk,True,"La entrada estuvo bien, unas canastas. Pedí una parrillada, 30 minutos después de pedir no llegaba y ya había notado que le estaban sirviendo a personas que llegaron después que nosotros pedimos. Cuando le reclamamos al mecero notamos que nunca había comunicado el pedido a la cocina y la comida llegó 30 minutos después. Las carnes estaban extremadamente simples. Si tienes Diners y quieres aprovechar el modo tasty mejor anda a otro lado. No recomiendo, no volveré.",es
True,1,2023-11-27 04:37:02.501000+00:00,,3.0,3.0,3.0,49,3,"El servicio dentro del local es bueno, me gustó pero otra cosa diferente es el servicio de reservaciones. No tenían nuestra mesa lista cuando llegamos y se había hecho todo el protocolo para reservar, para mi primera impresión estuvo pésima, no me agradó para nada. La comida tarda demasiado en servirse aprox 45 min+. En estos días cuentan con la promo de 4 copas de sangría a 9.99 esta promo está buena. Aprovechenla, eso es todo. Cierto... No cuentan con parqueadero propio👎🏼",La Casa del Tomahawk,True,"El servicio dentro del local es bueno, me gustó pero otra cosa diferente es el servicio de reservaciones. No tenían nuestra mesa lista cuando llegamos y se había hecho todo el protocolo para reservar, para mi primera impresión estuvo pésima, no me agradó para nada. La comida tarda demasiado en servirse aprox 45 min+. En estos días cuentan con la promo de 4 copas de sangría a 9.99 esta promo está buena. Aprovechenla, eso es todo. Cierto... No cuentan con parqueadero propio👎🏼",es
True,0,2025-10-12 22:44:06.581000+00:00,Hasta 10 min,5.0,5.0,1.0,20,3,"Las alitas súper ricas, grandes suaves y sabrosas no le doy 5 estrellas por la atención, no nos ofrecieron mayonesa cuando a otras mesas sí , luego pedimos dos frozen de un valor y nos trajeron dos mucho más grandes y que costaban más obviamente, pedimos la cartilla de bebidas nuevamente tampoco no las dieron, la comida excelente",La Casa del Tomahawk,True,"Las alitas súper ricas, grandes suaves y sabrosas no le doy 5 estrellas por la atención, no nos ofrecieron mayonesa cuando a otras mesas sí , luego pedimos dos frozen de un valor y nos trajeron dos mucho más grandes y que costaban más obviamente, pedimos la cartilla de bebidas nuevamente tampoco no las dieron, la comida excelente",es
True,3,2020-12-30 21:43:54.498000+00:00,,,,,611,4,"El ambiente es muy agradable, temperado, con oportunidad de ver transmisiones deportivas y amplio como para reservar grupos grandes.
El servicio es muy bueno rápido para servir los diferentes tipos de asados. Su carta es amplia, costillas, chuletas, lomos y más, con acompañamientos clásicos y muy bien adaptados, moros diversos, ensaladas, papas, etc...
El sabor de los cortes es muy buenos pero le faltó una estrella para mí paladar...
Los jugos naturales muy buenos y concentrados, me sorprendió la presencia de la famosa RESBALADERA...
Recomiendo este lugar...",La Casa del Tomahawk,True,"El ambiente es muy agradable, temperado, con oportunidad de ver transmisiones deportivas y amplio como para reservar grupos grandes. El servicio es muy bueno rápido para servir los diferentes tipos de asados. Su carta es amplia, costillas, chuletas, lomos y más, con acompañamientos clásicos y muy bien adaptados, moros diversos, ensaladas, papas, etc... El sabor de los cortes es muy buenos pero le faltó una estrella para mí paladar... Los jugos naturales muy buenos y concentrados, me sorprendió la presencia de la famosa RESBALADERA... Recomiendo este lugar...",es
False,0,2026-02-25 05:14:25.881000+00:00,Hasta 10 min,3.0,1.0,4.0,6,1,"Hace muchos años atras los visite y no me gustó la comida, pero les volví dar un voto de confianza por las publicidad de tiktok y me decepcione más que aquella vez,  24  de febrero 2026 fui por la promoción de alitas y también por la promoción de costillas 2x1.
El moro tenia un sabor raro q no era gustoso, la costilla cruda y 0 sabor estaba simple, los patacones era un asco parecían patacones calentados y empapados de aceite.
Las alitas fatal estaban secas sin sabor por dentro y las salsas q le colocan es muy poco q no de puede apreciar las salsas. Lo único bueno a tan poco era buenísimo fue las papas con pico de gallo, pedí 2 frozen de maracuya  era una ssbor artificial q no sabía a casi nada de maracuya..
Toda la publicidad que hacen es tiktok es muy falsas porque la comida es 2 de 10..
Jamás volveré a este lugar",La Casa del Tomahawk,True,"Hace muchos años atras los visite y no me gustó la comida, pero les volví dar un voto de confianza por las publicidad de tiktok y me decepcione más que aquella vez, 24 de febrero 2026 fui por la promoción de alitas y también por la promoción de costillas 2x1. El moro tenia un sabor raro q no era gustoso, la costilla cruda y 0 sabor estaba simple, los patacones era un asco parecían patacones calentados y empapados de aceite. Las alitas fatal estaban secas sin sabor por dentro y las salsas q le colocan es muy poco q no de puede apreciar las salsas. Lo único bueno a tan poco era buenísimo fue las papas con pico de gallo, pedí 2 frozen de maracuya era una ssbor artificial q no sabía a casi nada de maracuya.. Toda la publicidad que hacen es tiktok es muy falsas porque la comida es 2 de 10.. Jamás volveré a este lugar",es
True,0,2025-09-04 20:51:48.742000+00:00,Sin espera,3.0,5.0,5.0,76,5,"Me encanta este sitio y voy mínimo una vez por semana, pero  no mamen paguen el Spotify premium, este local genera miles de dólares gasten 10 en la suscripción.",La Casa del Tomahawk,True,"Me encanta este sitio y voy mínimo una vez por semana, pero no mamen paguen el Spotify premium, este local genera miles de dólares gasten 10 en la suscripción.",es
True,1,2023-05-24 03:39:19.278000+00:00,,5.0,5.0,5.0,25,5,"Lindo lugar, cada vez que voy siempre salgo con una experiencia agradable 👏👏, esta vez fui por mi cumpleaños (plan de última hora porque cayó Lunes y fue un día muy cansado jejeje), pero hasta hay más variedad de platos y bebidas🥰🥰🍹🍛🍔",La Casa del Tomahawk,True,"Lindo lugar, cada vez que voy siempre salgo con una experiencia agradable 👏👏, esta vez fui por mi cumpleaños (plan de última hora porque cayó Lunes y fue un día muy cansado jejeje), pero hasta hay más variedad de platos y bebidas🥰🥰🍹🍛🍔",es
True,0,2026-03-08 22:53:46.157000+00:00,,2.0,2.0,2.0,37,2,"No pueden manejar adecuadamente grandes volúmenes de personas, el lugar estaba lleno de gente, los pedidos salieron tarde, las alas estaban resecas y sin casi nada de salsa, las papas rústicas aguadas y una limonada simple aguada y le faltaba dulce. Tal vez con menos gente podría ser que el sabor sea mejor",La Casa del Tomahawk,True,"No pueden manejar adecuadamente grandes volúmenes de personas, el lugar estaba lleno de gente, los pedidos salieron tarde, las alas estaban resecas y sin casi nada de salsa, las papas rústicas aguadas y una limonada simple aguada y le faltaba dulce. Tal vez con menos gente podría ser que el sabor sea mejor",es
False,0,2026-05-21 15:45:13.278000+00:00,,,1.0,,1,1,"Hola buenas tardes cómo mi experiencia propia la verdad esas alitas que pedimos juntos a unas compañeras vinieron con sabor como a marisco a pollo mal lavado
Nosotras nos dejamos llevar por tiktok porque se veía todo de la mejor manera pero nos llevamos una gran decepción cuando llegaron y dijimos que nunca más compraríamos",La Casa del Tomahawk,True,Hola buenas tardes cómo mi experiencia propia la verdad esas alitas que pedimos juntos a unas compañeras vinieron con sabor como a marisco a pollo mal lavado Nosotras nos dejamos llevar por tiktok porque se veía todo de la mejor manera pero nos llevamos una gran decepción cuando llegaron y dijimos que nunca más compraríamos,es
True,5,2022-12-16 12:11:33.842000+00:00,,,,,34,3,"Sinceramente no me encantó. Pedimos la promo de los Jueves Alitas de 20,00 promo 12,00$ jugos naturales. (En cuanto a lo solicitado no dan platos, sustituyen con papel, los jugos parecían más agua saborizada que jugó natural y cada uno costo 2,52$ esperaba una mejor calidad).

En cuanto el local amplio las mesas bien distribuidas pero tienen muy pocos meseros para la afluencia de personas repito yo no quede encantada de hecho no volvería pero si tenía bastante clientes lo que dificultaba la atención tan poco personal hacia lento la atención en mesas y la señorita se sentía apurada por tomar la orden e irse.

El plan era salir a tomar y conversar pero el trajo más económico era 10$ a 12$ sinceramente para éste costo prefiero ir a Puerto López que estoy a orilla del mar y pago 6$ por cóctel. Desde mi opinión no es un lugar que recomendaría el costo para mí desde estar ligado a la experiencia, el buen servicio, calidad en sabor y desde mi perspectiva personal acá no lo encontré.",La Casa del Tomahawk,True,"Sinceramente no me encantó. Pedimos la promo de los Jueves Alitas de 20,00 promo 12,00$ jugos naturales. (En cuanto a lo solicitado no dan platos, sustituyen con papel, los jugos parecían más agua saborizada que jugó natural y cada uno costo 2,52$ esperaba una mejor calidad). En cuanto el local amplio las mesas bien distribuidas pero tienen muy pocos meseros para la afluencia de personas repito yo no quede encantada de hecho no volvería pero si tenía bastante clientes lo que dificultaba la atención tan poco personal hacia lento la atención en mesas y la señorita se sentía apurada por tomar la orden e irse. El plan era salir a tomar y conversar pero el trajo más económico era 10$ a 12$ sinceramente para éste costo prefiero ir a Puerto López que estoy a orilla del mar y pago 6$ por cóctel. Desde mi opinión no es un lugar que recomendaría el costo para mí desde estar ligado a la experiencia, el buen servicio, calidad en sabor y desde mi perspectiva personal acá no lo encontré.",es
True,0,2021-02-09 22:31:51.023000+00:00,,,,,304,3,"Está bastante bien, es buena la atención, las limonadas muy ricas, buenos acompañamientos en los platos, las papas fritas son deliciosas. Las proteínas son las que me quedaron debiendo por eso tiene 3.

El promedio para gastar en este lugar es de 20 dólares por persona.",La Casa del Tomahawk,True,"Está bastante bien, es buena la atención, las limonadas muy ricas, buenos acompañamientos en los platos, las papas fritas son deliciosas. Las proteínas son las que me quedaron debiendo por eso tiene 3. El promedio para gastar en este lugar es de 20 dólares por persona.",es
True,0,2025-10-02 00:34:25.248000+00:00,Sin espera,5.0,4.0,4.0,15,5,"Atención muy buena. Nos sirvieron super rápido la comida.
No me gustó que nos quisieran cobrar 50ctvs extra por un limón, pero fuera de eso estuvo bien",La Casa del Tomahawk,True,"Atención muy buena. Nos sirvieron super rápido la comida. No me gustó que nos quisieran cobrar 50ctvs extra por un limón, pero fuera de eso estuvo bien",es
True,0,2026-01-17 00:08:40.473000+00:00,,4.0,5.0,5.0,137,4,"Excelente atención del joven edison. La picaña muy riquísima, pero por favor es la casa. Del Tomahawk 😔 pero encontré el tomahawk",La Casa del Tomahawk,True,"Excelente atención del joven edison. La picaña muy riquísima, pero por favor es la casa. Del Tomahawk 😔 pero encontré el tomahawk",es
True,0,2026-04-18 15:06:42.166000+00:00,,5.0,5.0,5.0,70,4,Se demoraron un poco pero muy buena la comida,La Casa del Tomahawk,True,Se demoraron un poco pero muy buena la comida,es
True,0,2023-12-28 15:21:36.870000+00:00,,4.0,2.0,4.0,74,2,"“La casa del Tomahawk”, un lugar muy conocido por su corte de carne “tomahawk, ubicado en el Norte de la ciudad de Guayaquil.

Acudí a su local ubicado en la Av. Francisco de Orellana, local amplio, personal amable, ambiente agradable.

El personal me ofreció su menú y ordené:

*Como entrada “Pollo, papas & Mc Cheese”, 🧀debo admitir que no me agradó del todo, la combinación me pareció demasiado pesada (papas + fideo = demasiado carbohidrato) Considero que fue más fideo que papas, no tenía sabor de queso fundido. Acompañado con unas tiras de pollo empanizado (empapado en aceite).

💰Precio $5,99
(Considero que no compensó para nada el alto valor por unas “papas”)

* Posteriormente, ordenamos “Costilla y Lomo Fino cada plato, con su respectiva ensalada y guarniciones (2) es decir, moro y patacones.

Añadiré que los patacones no estuvieron nada crocantes, no pude ni consumirlos porque estaban bañados en aceite, tuve que retirar la mayor parte de aceite con servilleta y aún así no fue agradable. Con respecto al moro, pequeña la porción pero buen sabor. Las proteínas, estaban en su punto, buen sabor)

💰Precios :
*Costilla con ensalada y moro $6,99
*Lomo fino con ensalada y moro $8,99

Como sugerencia a este local, recomiendo mejorar tanto la entrada (considerar que es demasiado carbohidrato junto) y las frituras (excesiva grasa/aceite).
Para nada agradable la experiencia con la comida, no regresaría y tampoco recomendaría.",La Casa del Tomahawk,True,"“La casa del Tomahawk”, un lugar muy conocido por su corte de carne “tomahawk, ubicado en el Norte de la ciudad de Guayaquil. Acudí a su local ubicado en la Av. Francisco de Orellana, local amplio, personal amable, ambiente agradable. El personal me ofreció su menú y ordené: *Como entrada “Pollo, papas & Mc Cheese”, 🧀debo admitir que no me agradó del todo, la combinación me pareció demasiado pesada (papas + fideo = demasiado carbohidrato) Considero que fue más fideo que papas, no tenía sabor de queso fundido. Acompañado con unas tiras de pollo empanizado (empapado en aceite). 💰Precio $5,99 (Considero que no compensó para nada el alto valor por unas “papas”) * Posteriormente, ordenamos “Costilla y Lomo Fino cada plato, con su respectiva ensalada y guarniciones (2) es decir, moro y patacones. Añadiré que los patacones no estuvieron nada crocantes, no pude ni consumirlos porque estaban bañados en aceite, tuve que retirar la mayor parte de aceite con servilleta y aún así no fue agradable. Con respecto al moro, pequeña la porción pero buen sabor. Las proteínas, estaban en su punto, buen sabor) 💰Precios : *Costilla con ensalada y moro $6,99 *Lomo fino con ensalada y moro $8,99 Como sugerencia a este local, recomiendo mejorar tanto la entrada (considerar que es demasiado carbohidrato junto) y las frituras (excesiva grasa/aceite). Para nada agradable la experiencia con la comida, no regresaría y tampoco recomendaría.",es
False,0,2025-08-08 23:59:53.720000+00:00,Hasta 10 min,5.0,5.0,5.0,2,5,Super atenta la chica que nos atendió y muy rica la comida excelente super recomendado,La Casa del Tomahawk,True,Super atenta la chica que nos atendió y muy rica la comida excelente super recomendado,es
True,6,2023-04-04 00:19:12.534000+00:00,,5.0,5.0,5.0,130,5,"Recomendado para ir con toda la familia, compañeros de trabajo  amigos. Me gusta que tienen diferentes mesas con temáticas para cada ocasión, para cumpleaños, si es alguna celebración local como las fiestas de guayaquil, graduación. La cocción de las carnes muy jugosas y ricas!!! La mesera que nos asignaron muy atenta y cordial.",La Casa del Tomahawk,True,"Recomendado para ir con toda la familia, compañeros de trabajo amigos. Me gusta que tienen diferentes mesas con temáticas para cada ocasión, para cumpleaños, si es alguna celebración local como las fiestas de guayaquil, graduación. La cocción de las carnes muy jugosas y ricas!!! La mesera que nos asignaron muy atenta y cordial.",es
True,4,2021-12-23 05:56:32.682000+00:00,,,,,272,3,"Debo decir que tenia muchas ganas de visitar este lugar tenia expectativas altas y recomendaciones pero decir que me ha decepcionado un poco. Pedimos menus navideños el arroz sabia bastante bien,mi chuleta ahumada tambien estaba bien bastante jugosa pero el pavo y el cordon blue dejaron mucho que desear muy insipidos y secos. La ensalada peor no sabia a nada decia q venia con vinegreta y ninguno de los platos lo tenia era una lechuga tirarda en el plato y ya. El postre que venia con el menu navideño tuvimos que pedirlo luego de pedir la cuenta y volver a ver el menu xq nunca nos lo ofrecieron que tampoco era la gran cosa como para no servirlo como en la imagen que hasta malvaviscos tenia el chocolate pero nos dieron una version mini y como para llevar. La atencion al principio fue buena y luego al chico dejo de importarle y no estaba ni con mucha gente el local para decir que era por eso.",La Casa del Tomahawk,True,"Debo decir que tenia muchas ganas de visitar este lugar tenia expectativas altas y recomendaciones pero decir que me ha decepcionado un poco. Pedimos menus navideños el arroz sabia bastante bien,mi chuleta ahumada tambien estaba bien bastante jugosa pero el pavo y el cordon blue dejaron mucho que desear muy insipidos y secos. La ensalada peor no sabia a nada decia q venia con vinegreta y ninguno de los platos lo tenia era una lechuga tirarda en el plato y ya. El postre que venia con el menu navideño tuvimos que pedirlo luego de pedir la cuenta y volver a ver el menu xq nunca nos lo ofrecieron que tampoco era la gran cosa como para no servirlo como en la imagen que hasta malvaviscos tenia el chocolate pero nos dieron una version mini y como para llevar. La atencion al principio fue buena y luego al chico dejo de importarle y no estaba ni con mucha gente el local para decir que era por eso.",es
True,0,2026-03-25 16:42:25.901000+00:00,,4.0,3.0,3.0,15,4,"El lugar muy bueno, la comida muy buena, precios algo altos. Como para una ocasión especial cuando tengas suficiente dinero porque no te saldrá nada barato.",La Casa del Tomahawk,True,"El lugar muy bueno, la comida muy buena, precios algo altos. Como para una ocasión especial cuando tengas suficiente dinero porque no te saldrá nada barato.",es
True,0,2025-04-06 22:54:07.988000+00:00,,5.0,5.0,5.0,85,5,"Vimos su publicidad en redes y nos pareció interesante ir y vivir la experiencia, atención excelente, precios accesibles, ambiente acogedor, comida de gran calidad y servicio rápido, promociones interesantes, encontramos parqueo.",La Casa del Tomahawk,True,"Vimos su publicidad en redes y nos pareció interesante ir y vivir la experiencia, atención excelente, precios accesibles, ambiente acogedor, comida de gran calidad y servicio rápido, promociones interesantes, encontramos parqueo.",es
True,2,2022-02-07 02:17:25.136000+00:00,,,,,19,5,"Excelente atención, cumplen las medidas de bioseguridad. Las carnes aquí son deliciosas sin embargo hoy decide probar otros platos y llegué a la conclusión de que el menú en general es muy bueno. Tienen promo de cocteles 2*1 de lunes a jueves, el día de hoy Micheladas 4 x $10 en cerveza a elección y postres 2*1 también",La Casa del Tomahawk,True,"Excelente atención, cumplen las medidas de bioseguridad. Las carnes aquí son deliciosas sin embargo hoy decide probar otros platos y llegué a la conclusión de que el menú en general es muy bueno. Tienen promo de cocteles 2*1 de lunes a jueves, el día de hoy Micheladas 4 x $10 en cerveza a elección y postres 2*1 también",es
True,0,2024-10-24 04:38:17.294000+00:00,,2.0,2.0,3.0,12,2,"Primera y última vez que visito el lugar.  Probe la costilla con arroz, menestra y patacones. Ese plato estaba bueno, aunq coincido con otro comentario y aconsejaria que añadan alguna mayonesa para los patacones. Mi pareja pidió la parrillada personal, y el pollo llego apestando (a trapo mal lavado) se pidió el cambio dos veces, porq a la 2nda vez parecia q habian puesto la misma pieza, por último pudieron traer un pollo que no apestaba. (Asumo q por los cortes se les pudre las carnes mas fácilmente, nose) pero no deberían servir eso. Las colas me parecen demasiado caras $1.9 por una cola de 330ml y encima no es ni Coca Cola es toda la linea de pespi q es aun más barata. Yo pedí limonada, que aunque estaba buena el vaso estaba con moo (espero que por afuera) porq me di cuenta al terminarla. Pedimos unas papas con mc and cheese de entrada que la trajeron a lo último ya casi terminando los platos antes mencionados y en lo personal no vale la pena como para repetir, aunq malo no estaba. Por último la zona donde se paga esta mal ubicada, ya que coincide con la puerta de las colas. Ademas q no hay una persona exclusivamente encargada del cobro y hay q esperar q los meseros se desocupen para que cobren.",La Casa del Tomahawk,True,"Primera y última vez que visito el lugar. Probe la costilla con arroz, menestra y patacones. Ese plato estaba bueno, aunq coincido con otro comentario y aconsejaria que añadan alguna mayonesa para los patacones. Mi pareja pidió la parrillada personal, y el pollo llego apestando (a trapo mal lavado) se pidió el cambio dos veces, porq a la 2nda vez parecia q habian puesto la misma pieza, por último pudieron traer un pollo que no apestaba. (Asumo q por los cortes se les pudre las carnes mas fácilmente, nose) pero no deberían servir eso. Las colas me parecen demasiado caras $1.9 por una cola de 330ml y encima no es ni Coca Cola es toda la linea de pespi q es aun más barata. Yo pedí limonada, que aunque estaba buena el vaso estaba con moo (espero que por afuera) porq me di cuenta al terminarla. Pedimos unas papas con mc and cheese de entrada que la trajeron a lo último ya casi terminando los platos antes mencionados y en lo personal no vale la pena como para repetir, aunq malo no estaba. Por último la zona donde se paga esta mal ubicada, ya que coincide con la puerta de las colas. Ademas q no hay una persona exclusivamente encargada del cobro y hay q esperar q los meseros se desocupen para que cobren.",es
False,0,2025-10-24 04:41:02.941000+00:00,Sin espera,5.0,5.0,5.0,1,5,"La comida es muy rica y los empleados muy amables y eficientes, voy a comer seguido porque la atención recibida es muy buena y tiene buenas promociones",La Casa del Tomahawk,True,"La comida es muy rica y los empleados muy amables y eficientes, voy a comer seguido porque la atención recibida es muy buena y tiene buenas promociones",es
False,0,2026-03-23 00:34:13.845000+00:00,,3.0,4.0,2.0,4,3,"Muy mal servicio a la mesa. Falta de atención. Mucha de los meseros. Por favor capacitar el personal
De resto todo muy rico. Y el jugo de maracuyá. Super.",La Casa del Tomahawk,True,Muy mal servicio a la mesa. Falta de atención. Mucha de los meseros. Por favor capacitar el personal De resto todo muy rico. Y el jugo de maracuyá. Super.,es
False,0,2025-08-07 00:01:29.461000+00:00,,4.0,4.0,4.0,6,4,"Muy buena comida, precio, atención buen lugar para visitarlo en pareja o en familia recomendado",La Casa del Tomahawk,True,"Muy buena comida, precio, atención buen lugar para visitarlo en pareja o en familia recomendado",es
True,1,2023-04-03 01:50:31.530000+00:00,,,,,14,5,"La casa del Tomahawk fue una experiencia de carnes, parrillas y alitas que buscaba haces tiempo, desde que apareció este lugar en plena avenida Orellana, si quieres darte un buen tiempo para disfrutar en familia o entre amigos este es el lugar (ojo, debes ir con mucho tiempo disponible, los pedidos demoran según la cantidad de gente).
Los precios pueden variar según el plato, la atención del personal, porque nada te falte, es impresionante; sin lugar a dudas vas a disfrutar de este lugar y su encanto en la comida. En su página de Instagram presentan sus promociones, pilas con una promoción de alitas en bbq, deliciosas.",La Casa del Tomahawk,True,"La casa del Tomahawk fue una experiencia de carnes, parrillas y alitas que buscaba haces tiempo, desde que apareció este lugar en plena avenida Orellana, si quieres darte un buen tiempo para disfrutar en familia o entre amigos este es el lugar (ojo, debes ir con mucho tiempo disponible, los pedidos demoran según la cantidad de gente). Los precios pueden variar según el plato, la atención del personal, porque nada te falte, es impresionante; sin lugar a dudas vas a disfrutar de este lugar y su encanto en la comida. En su página de Instagram presentan sus promociones, pilas con una promoción de alitas en bbq, deliciosas.",es
False,0,2026-02-23 04:55:42.184000+00:00,De 30 a 60 min,2.0,2.0,1.0,1,1,Una pésima atención vine x una publicación con mi familia y fue sumamente decepcionante se le pudiera poner MENOS -5 a la atención y servicio fuera genial como 45 minutos esperando mi pedido tras q paso 28 minutos x reloj q me tomarán el pedido,La Casa del Tomahawk,True,Una pésima atención vine x una publicación con mi familia y fue sumamente decepcionante se le pudiera poner MENOS -5 a la atención y servicio fuera genial como 45 minutos esperando mi pedido tras q paso 28 minutos x reloj q me tomarán el pedido,es
True,0,2023-06-29 21:59:24.657000+00:00,,4.0,5.0,5.0,204,5,"Excelente atención, un buen servicio al cliente, comida exquisita, me llevo la sensación de que todo era fresco y hecho en el momento, atención rápida, un excelente lugar para compartir en familia",La Casa del Tomahawk,True,"Excelente atención, un buen servicio al cliente, comida exquisita, me llevo la sensación de que todo era fresco y hecho en el momento, atención rápida, un excelente lugar para compartir en familia",es
False,0,2025-08-10 21:37:54.568000+00:00,Sin espera,5.0,5.0,5.0,1,5,"Buenas musica, la comida llega super rápido execelente atención al cliente todo delicioso ⭐⭐⭐⭐⭐",La Casa del Tomahawk,True,"Buenas musica, la comida llega super rápido execelente atención al cliente todo delicioso ⭐⭐⭐⭐⭐",es
True,3,2023-08-26 01:26:41.436000+00:00,,5.0,5.0,5.0,25,5,Buena atención y comida muy rica,La Casa del Tomahawk,True,Buena atención y comida muy rica,es
True,0,2025-10-06 15:55:55.296000+00:00,De 10 a 30 min,,,,177,4,"Fue un lugar muy bullicioso pero la comida es buena , la atención rápida aunque al principio el mesero fue descortés, las porciones de comida estuvieron deacuerdo con el costo.",La Casa del Tomahawk,True,"Fue un lugar muy bullicioso pero la comida es buena , la atención rápida aunque al principio el mesero fue descortés, las porciones de comida estuvieron deacuerdo con el costo.",es
True,0,2026-03-26 01:57:28.746000+00:00,,4.0,5.0,4.0,208,5,Bonito lugar con sabores increíble en sus platos especiales.. Lo recomiendo.,La Casa del Tomahawk,True,Bonito lugar con sabores increíble en sus platos especiales.. Lo recomiendo.,es
True,0,2026-05-04 03:30:11.074000+00:00,,,,1.0,18,1,"Fuimos a comprar hoy domingo, no ponen aviso en sus redes sociales sobre la hora de cierre por toque de queda, llegamos y el guardia muy malcriado nos dice que está cerrado que si no sabemos leer le preguntamos por qué y solo nos dijo está cerrado, por favor capaciten a TODO SU PERSONAL sobre atención al cliente.",La Casa del Tomahawk,True,"Fuimos a comprar hoy domingo, no ponen aviso en sus redes sociales sobre la hora de cierre por toque de queda, llegamos y el guardia muy malcriado nos dice que está cerrado que si no sabemos leer le preguntamos por qué y solo nos dijo está cerrado, por favor capaciten a TODO SU PERSONAL sobre atención al cliente.",es
True,1,2021-11-14 00:40:28.976000+00:00,,,,,76,4,"Poseen un menú variado, en ocasiones anteriores comí costillas las cuales estaban buenas y su carne blanda, sin embargo, en mi cumpleaños decidí comer un plata llamado “la bestia”, su carne estaba muy dura, al comer 1/3 no pude continuar ya que me dolía la mandíbula. Sus guarniciones y bebidas muy buenas en especial la “resbaladera”",La Casa del Tomahawk,True,"Poseen un menú variado, en ocasiones anteriores comí costillas las cuales estaban buenas y su carne blanda, sin embargo, en mi cumpleaños decidí comer un plata llamado “la bestia”, su carne estaba muy dura, al comer 1/3 no pude continuar ya que me dolía la mandíbula. Sus guarniciones y bebidas muy buenas en especial la “resbaladera”",es
True,0,2024-06-17 04:43:06.003000+00:00,,2.0,4.0,3.0,14,3,La comida es buena pero hay otros detalles a tomar en cuenta como la atencion al público y el aseo de las mesas por el resto todo bien,La Casa del Tomahawk,True,La comida es buena pero hay otros detalles a tomar en cuenta como la atencion al público y el aseo de las mesas por el resto todo bien,es
False,4,2022-12-26 21:19:34.020000+00:00,,5.0,5.0,5.0,8,5,"Local bonito, la atención fue excelente y la comida muy buena, el lomo en termino medio tal cual como lo pedí algo que ni restaurantes caros saben hacer y me sorprendió, la menestra sabrosa y las papas con tocino y queso igual de buenas, el jugo de maracuyá estaba brutal, así que me lleve muy buena experiencia aquí. He comido en muchos lugares de parrillas y caros y ninguno tan bueno como éste. Los recomiendo",La Casa del Tomahawk,True,"Local bonito, la atención fue excelente y la comida muy buena, el lomo en termino medio tal cual como lo pedí algo que ni restaurantes caros saben hacer y me sorprendió, la menestra sabrosa y las papas con tocino y queso igual de buenas, el jugo de maracuyá estaba brutal, así que me lleve muy buena experiencia aquí. He comido en muchos lugares de parrillas y caros y ninguno tan bueno como éste. Los recomiendo",es
False,0,2026-03-30 20:43:46.911000+00:00,De 10 a 30 min,1.0,1.0,1.0,2,1,"Esa comida estába muy mala gente, no soy de poner este tipo de comentarios pero 0 recomendado. Aparte la atención al cliente 0/10",La Casa del Tomahawk,True,"Esa comida estába muy mala gente, no soy de poner este tipo de comentarios pero 0 recomendado. Aparte la atención al cliente 0/10",es
False,0,2025-08-27 01:21:44.865000+00:00,,5.0,5.0,5.0,4,5,"Excelente lugar para disfrutar de una ocasión especial.
Te ofrece un ambiente relajado con buena comida",La Casa del Tomahawk,True,Excelente lugar para disfrutar de una ocasión especial. Te ofrece un ambiente relajado con buena comida,es
False,0,2026-03-01 22:35:37.742000+00:00,,5.0,5.0,5.0,1,5,Me parece un lugar cómodo  para compratir con amigos o familiares súper buena la comida y la atención se lo recomiendo 😋,La Casa del Tomahawk,True,Me parece un lugar cómodo para compratir con amigos o familiares súper buena la comida y la atención se lo recomiendo 😋,es
False,0,2026-03-26 03:53:56.414000+00:00,,1.0,1.0,1.0,1,1,"Lo único rescatable fue el corte del Tomahawk, ya es imposible que un corte así esté malo, respecto a todo lo demás, estuvo pésimo, desde el momento en el que uno entra en el que ni atentos estaban para dar mesa, hasta esperar más de una hora por la comida, y que tras eso FRÍA, PÉSIMO SERVICIO, aparte de que contiene publicidad engañosa!!!! No regresaría nunca.",La Casa del Tomahawk,True,"Lo único rescatable fue el corte del Tomahawk, ya es imposible que un corte así esté malo, respecto a todo lo demás, estuvo pésimo, desde el momento en el que uno entra en el que ni atentos estaban para dar mesa, hasta esperar más de una hora por la comida, y que tras eso FRÍA, PÉSIMO SERVICIO, aparte de que contiene publicidad engañosa!!!! No regresaría nunca.",es
True,0,2022-01-08 13:35:10.720000+00:00,,,,,176,4,"Estuvo rico y buenas porciones... Precio medio alto aunque por la cantidad justifica.

Las costillas muy ricas. 5/5 ⭐",La Casa del Tomahawk,True,Estuvo rico y buenas porciones... Precio medio alto aunque por la cantidad justifica. Las costillas muy ricas. 5/5 ⭐,es
